Junction ID,Security Control ID,NIST Control ID,DISA Control ID,CCI ID,Type
1036,AU-04-00,AU-4,AU-4,CCI-001849,Technical
1037,AU-04-00,AU-4,AU-4,CCI-001849,Policy
1038,AU-04-01,AU-4(1),AU-4 (1),CCI-001850,Policy
1039,AU-04-01,AU-4(1),AU-4 (1),CCI-001851,Technical
1040,AU-05-01,AU-5(1),AU-5 (1),CCI-001852,Policy
1041,AU-05-01,AU-5(1),AU-5 (1),CCI-001853,Policy
1042,AU-05-01,AU-5(1),AU-5 (1),CCI-001854,Policy
1043,AU-05-01,AU-5(1),AU-5 (1),CCI-001855,Technical
1044,AU-05-02,AU-5(2),AU-5 (2),CCI-001856,Policy
1045,AU-05-02,AU-5(2),AU-5 (2),CCI-001857,Policy
1046,AU-05-02,AU-5(2),AU-5 (2),CCI-001858,Technical
1047,AU-05-03,AU-5(3),AU-5 (3),CCI-001859,Policy
1048,AU-05-04,AU-5(4),AU-5 (4),CCI-001860,Policy
1049,AU-05-04,AU-5(4),AU-5 (4),CCI-001861,Technical
1050,AU-06-00,AU-6,AU-6 a,CCI-001862,Policy
1051,AU-06-00,AU-6,AU-6 b,CCI-001863,Policy
1052,AU-06-01,AU-6(1),AU-6 (1),CCI-001864,Policy
1053,AU-06-01,AU-6(1),AU-6 (1),CCI-001865,Policy
1054,AU-06-05,AU-6(5),AU-6 (5),CCI-001866,Policy
1055,AU-06-05,AU-6(5),AU-6 (5),CCI-001867,Policy
1056,AU-06-07,AU-6(7),AU-6 (7),CCI-001868,Policy
1057,AU-06-07,AU-6(7),AU-6 (7),CCI-001869,Policy
1058,AU-06-08,AU-6(8),AU-6 (8),CCI-001870,Policy
1059,AU-06-09,AU-6(9),AU-6 (9),CCI-001871,Policy
1060,AU-07-00,AU-7,AU-7 a,CCI-001875,Technical
1061,AU-07-00,AU-7,AU-7 a,CCI-001876,Technical
1062,AU-07-00,AU-7,AU-7 a,CCI-001877,Technical
1063,AU-07-00,AU-7,AU-7 a,CCI-001878,Technical
1064,AU-07-00,AU-7,AU-7 a,CCI-001879,Technical
1065,AU-07-00,AU-7,AU-7 a,CCI-001880,Technical
1066,AU-07-00,AU-7,AU-7 b,CCI-001881,Technical
1067,AU-07-00,AU-7,AU-7 b,CCI-001882,Technical
1068,AU-07-01,AU-7(1),AU-7 (1),CCI-001883,Policy
1069,AU-08-00,AU-8,AU-8 b,CCI-001888,Policy
1070,AU-08-00,AU-8,AU-8 b,CCI-001889,Technical
1071,AU-08-00,AU-8,AU-8 b,CCI-001890,Technical
1072,AU-09-04,AU-9(4),AU-9 (4),CCI-001894,Policy
1073,AU-09-05,AU-9(5),AU-9 (5),CCI-001895,Policy
1074,AU-09-05,AU-9(5),AU-9 (5),CCI-001896,Technical
1075,AU-09-06,AU-9(6),AU-9 (6),CCI-001897,Policy
1076,AU-09-06,AU-9(6),AU-9 (6),CCI-001898,Policy
1077,AU-10-00,AU-10,AU-10,CCI-001899,Policy
1078,AU-10-01,AU-10(1),AU-10 (1) (a),CCI-001900,Policy
1079,AU-10-01,AU-10(1),AU-10 (1) (a),CCI-001901,Technical
1080,AU-10-01,AU-10(1),AU-10 (1) (b),CCI-001902,Technical
1081,AU-10-02,AU-10(2),AU-10 (2) (a),CCI-001903,Policy
1082,AU-10-02,AU-10(2),AU-10 (2) (a),CCI-001904,Technical
1083,AU-10-02,AU-10(2),AU-10 (2) (b),CCI-001905,Policy
1084,AU-10-02,AU-10(2),AU-10 (2) (b),CCI-001906,Technical
1085,AU-10-04,AU-10(4),AU-10 (4) (a),CCI-001907,Policy
1086,AU-10-04,AU-10(4),AU-10 (4) (b),CCI-001908,Policy
1087,AU-10-04,AU-10(4),AU-10 (4) (b),CCI-001909,Technical
1088,AU-12-00,AU-12,AU-12 b,CCI-001910,Policy
1089,AU-12-03,AU-12(3),AU-12 (3),CCI-001911,Policy
1090,AU-12-03,AU-12(3),AU-12 (3),CCI-001912,Policy
1091,AU-12-03,AU-12(3),AU-12 (3),CCI-001913,Policy
1092,AU-12-03,AU-12(3),AU-12 (3),CCI-001914,Technical
1093,AU-13-00,AU-13,AU-13 a,CCI-001915,Policy
1094,AU-13-02,AU-13(2),AU-13 (2),CCI-001917,Policy
1095,AU-13-02,AU-13(2),AU-13 (2),CCI-001918,Policy
1096,AU-14-00,AU-14,AU-14 a,CCI-001919,Technical
1097,AU-14-03,AU-14(3),AU-14 (3),CCI-001920,Technical
1098,AU-16-00,AU-16,AU-16,CCI-001923,Policy
1099,AU-16-00,AU-16,AU-16,CCI-001924,Policy
1100,AU-16-00,AU-16,AU-16,CCI-001925,Policy
1101,AU-16-01,AU-16(1),AU-16 (1),CCI-001926,Policy
1102,AU-16-02,AU-16(2),AU-16 (2),CCI-001927,Policy
1103,AU-16-02,AU-16(2),AU-16 (2),CCI-001928,Policy
1104,AU-16-02,AU-16(2),AU-16 (2),CCI-001929,Policy
1105,AU-01-00,AU-1,AU-1 a 1,CCI-001930,Policy
1106,AU-01-00,AU-1,AU-1 a 2,CCI-001931,Policy
1107,IA-02-08,IA-2(8),IA-2 (8),CCI-001941,Technical
1108,IA-02-10,IA-2(10),IA-2 (10),CCI-001943,Policy
1109,IA-02-10,IA-2(10),IA-2 (10),CCI-001944,Policy
1110,IA-02-10,IA-2(10),IA-2 (10),CCI-001945,Technical
1111,IA-02-10,IA-2(10),IA-2 (10),CCI-001946,Technical
1112,IA-02-12,IA-2(12),IA-2 (12),CCI-001953,Technical
1113,IA-02-12,IA-2(12),IA-2 (12),CCI-001954,Technical
1114,IA-02-13,IA-2(13),IA-2 (13),CCI-001955,Policy
1115,IA-02-13,IA-2(13),IA-2 (13),CCI-001956,Policy
1116,IA-02-13,IA-2(13),IA-2 (13),CCI-001957,Technical
1117,IA-03-00,IA-3,IA-3,CCI-001958,Technical
1118,IA-03-01,IA-3(1),IA-3 (1),CCI-001959,Policy
1119,IA-03-03,IA-3(3),IA-3 (3) (a),CCI-001960,Policy
1120,IA-03-03,IA-3(3),IA-3 (3) (a),CCI-001961,Policy
1121,IA-03-03,IA-3(3),IA-3 (3) (a),CCI-001962,Technical
1122,IA-03-03,IA-3(3),IA-3 (3) (a),CCI-001963,Technical
1123,IA-03-04,IA-3(4),IA-3 (4),CCI-001965,Policy
1124,IA-03-04,IA-3(4),IA-3 (4),CCI-001966,Policy
1125,IA-03-01,IA-3(1),IA-3 (1),CCI-001967,Technical
1126,IA-03-04,IA-3(4),IA-3 (4),CCI-001968,Policy
1127,IA-03-04,IA-3(4),IA-3 (4),CCI-001969,Policy
1128,IA-04-00,IA-4,IA-4 a,CCI-001970,Policy
1129,IA-04-00,IA-4,IA-4 a,CCI-001971,Policy
1130,IA-04-00,IA-4,IA-4 b,CCI-001972,Policy
1131,IA-04-00,IA-4,IA-4 c,CCI-001973,Policy
1132,IA-04-00,IA-4,IA-4 d,CCI-001974,Policy
1133,IA-04-00,IA-4,IA-4 d,CCI-001975,Policy
1134,IA-04-05,IA-4(5),IA-4 (5),CCI-001976,Technical
1135,IA-04-06,IA-4(6),IA-4 (6),CCI-001977,Policy
1136,IA-04-06,IA-4(6),IA-4 (6),CCI-001978,Policy
1137,IA-05-00,IA-5,IA-5 a,CCI-001980,Policy
1138,IA-05-00,IA-5,IA-5 d,CCI-001981,Policy
1139,IA-05-00,IA-5,IA-5 d,CCI-001984,Policy
1140,IA-05-00,IA-5,IA-5 d,CCI-001985,Policy
1141,IA-05-00,IA-5,IA-5 d,CCI-001988,Policy
1142,IA-05-00,IA-5,IA-5 i,CCI-001990,Policy
1143,IA-05-05,IA-5(5),IA-5 (5),CCI-001998,Policy
1144,IA-05-10,IA-5(10),IA-5 (10),CCI-002001,Technical
1145,IA-05-12,IA-5(12),IA-5 (12),CCI-002004,Policy
1146,IA-05-12,IA-5(12),IA-5 (12),CCI-002005,Technical
1147,IA-05-13,IA-5(13),IA-5 (13),CCI-002006,Policy
1148,IA-05-13,IA-5(13),IA-5 (13),CCI-002007,Technical
1149,IA-05-14,IA-5(14),IA-5 (14),CCI-002008,Policy
1150,IA-08-01,IA-8(1),IA-8 (1),CCI-002009,Technical
1151,IA-08-01,IA-8(1),IA-8 (1),CCI-002010,Technical
1152,IA-08-05,IA-8(5),IA-8 (5),CCI-002015,Technical
1153,IA-08-05,IA-8(5),IA-8 (5),CCI-002016,Technical
1154,IA-09-00,IA-9,IA-9,CCI-002018,Policy
1155,IA-09-00,IA-9,IA-9,CCI-002021,Policy
1156,IA-09-00,IA-9,IA-9,CCI-002022,Policy
1157,IA-10-00,IA-10,IA-10,CCI-002033,Policy
1158,IA-10-00,IA-10,IA-10,CCI-002034,Policy
1159,IA-10-00,IA-10,IA-10,CCI-002035,Policy
1160,IA-11-00,IA-11,IA-11,CCI-002036,Policy
1161,IA-05-00,IA-5,IA-5 g,CCI-002042,Policy
1162,AU-11-01,AU-11(1),AU-11 (1),CCI-002044,Policy
1163,AU-11-01,AU-11(1),AU-11 (1),CCI-002045,Policy
1164,AU-12-03,AU-12(3),AU-12 (3),CCI-002047,Policy
1165,AT-01-00,AT-1,AT-1 a 1 (a),CCI-002048,Policy
1166,AT-01-00,AT-1,AT-1 a 2,CCI-002049,Policy
1167,AT-03-01,AT-3(1),AT-3 (1),CCI-002050,Policy
1168,AT-03-02,AT-3(2),AT-3 (2),CCI-002051,Policy
1169,AT-03-03,AT-3(3),AT-3 (3),CCI-002052,Policy
1170,AT-02-02,AT-2(2),AT-2 (2),CCI-002055,Policy
1171,CM-03-00,CM-3,CM-3 d,CCI-002056,Policy
1172,CM-03-01,CM-3(1),CM-3 (1) (f),CCI-002057,Policy
1173,CM-03-01,CM-3(1),CM-3 (1) (f),CCI-002058,Policy
1174,CM-06-01,CM-6(1),CM-6 (1),CCI-002059,Policy
1175,CA-01-00,CA-1,CA-1 a 1 (a),CCI-002061,Policy
1176,CA-01-00,CA-1,CA-1 a 2,CCI-002062,Policy
1177,CA-02-02,CA-2(2),CA-2 (2),CCI-002065,Policy
1178,CA-02-03,CA-2(3),CA-2 (3),CCI-002066,Policy
1179,CA-02-03,CA-2(3),CA-2 (3),CCI-002067,Policy
1180,CA-02-03,CA-2(3),CA-2 (3),CCI-002068,Policy
1181,CA-02-03,CA-2(3),CA-2 (3),CCI-002069,Policy
1182,CA-02-00,CA-2,CA-2 b 3,CCI-002070,Policy
1183,CA-02-00,CA-2,CA-2 f,CCI-002071,Policy
1184,CA-03-00,CA-3,CA-3 c,CCI-002083,Policy
1185,CA-03-00,CA-3,CA-3 c,CCI-002084,Policy
1186,CA-07-03,CA-7(3),CA-7 (3),CCI-002086,Policy
1187,CA-07-00,CA-7,CA-7 a,CCI-002087,Policy
1188,CA-07-00,CA-7,CA-7 b,CCI-002088,Policy
1189,CA-07-00,CA-7,CA-7 d,CCI-002090,Policy
1190,CA-07-00,CA-7,CA-7 e,CCI-002091,Policy
1191,CA-07-00,CA-7,CA-7 f,CCI-002092,Policy
1192,CA-08-00,CA-8,CA-8,CCI-002093,Policy
1193,CA-08-00,CA-8,CA-8,CCI-002094,Policy
1194,CA-08-00,CA-8,CA-8,CCI-002095,Policy
1195,CA-08-01,CA-8(1),CA-8 (1),CCI-002096,Policy
1196,CA-08-02,CA-8(2),CA-8 (2),CCI-002097,Policy
1197,CA-08-02,CA-8(2),CA-8 (2),CCI-002099,Policy
1198,CA-09-01,CA-9(1),CA-9 (1),CCI-002100,Policy
1199,CA-09-00,CA-9,CA-9 (a),CCI-002101,Policy
1200,CA-09-00,CA-9,CA-9 (a),CCI-002102,Policy
1201,CA-09-00,CA-9,CA-9 (b),CCI-002103,Policy
1202,CA-09-00,CA-9,CA-9 (b),CCI-002104,Policy
1203,CA-09-00,CA-9,CA-9 (b),CCI-002105,Policy
1204,AC-01-00,AC-1,AC-1 a 1 (a),CCI-002107,Policy
1205,AC-01-00,AC-1,AC-1 a 2,CCI-002108,Policy
1206,AC-02-00,AC-2,AC-2 b,CCI-002112,Policy
1207,AC-02-00,AC-2,AC-2 d 1,CCI-002115,Policy
1208,AC-02-00,AC-2,AC-2 d 2,CCI-002116,Policy
1209,AC-02-00,AC-2,AC-2 d 2,CCI-002117,Policy
1210,AC-02-00,AC-2,AC-2 d 3,CCI-002118,Policy
1211,AC-02-00,AC-2,AC-2 d 3,CCI-002119,Policy
1212,AC-02-00,AC-2,AC-2 e,CCI-002120,Policy
1213,AC-02-00,AC-2,AC-2 f,CCI-002121,Policy
1214,AC-02-00,AC-2,AC-2 g,CCI-002122,Policy
1215,AC-02-00,AC-2,AC-2 h 1,CCI-002123,Policy
1216,AC-02-00,AC-2,AC-2 h 2,CCI-002124,Policy
1217,AC-02-00,AC-2,AC-2 h 3,CCI-002125,Policy
1218,AC-02-00,AC-2,AC-2 i 1,CCI-002126,Policy
1219,AC-02-00,AC-2,AC-2 i 2,CCI-002127,Policy
1220,AC-02-00,AC-2,AC-2 i 3,CCI-002128,Policy
1221,AC-02-00,AC-2,AC-2 k,CCI-002129,Policy
1222,AC-02-04,AC-2(4),AC-2 (4),CCI-002130,Technical
1223,AC-02-05,AC-2(5),AC-2 (5),CCI-002133,Policy
1224,AC-02-06,AC-2(6),AC-2 (6),CCI-002134,Policy
1225,AC-02-06,AC-2(6),AC-2 (6),CCI-002135,Technical
1226,AC-02-07,AC-2(7),AC-2 (7) (d),CCI-002137,Policy
1227,AC-02-08,AC-2(8),AC-2 (8),CCI-002138,Policy
1228,AC-02-08,AC-2(8),AC-2 (8),CCI-002139,Technical
1229,AC-02-09,AC-2(9),AC-2 (9),CCI-002140,Policy
1230,AC-02-09,AC-2(9),AC-2 (9),CCI-002141,Policy
1231,AC-02-11,AC-2(11),AC-2 (11),CCI-002143,Policy
1232,AC-02-11,AC-2(11),AC-2 (11),CCI-002144,Policy
1233,AC-02-11,AC-2(11),AC-2 (11),CCI-002145,Technical
1234,AC-02-12,AC-2(12),AC-2 (12) (a),CCI-002146,Policy
1235,AC-02-12,AC-2(12),AC-2 (12) (a),CCI-002147,Policy
1236,AC-02-12,AC-2(12),AC-2 (12) (b),CCI-002148,Policy
1237,AC-02-12,AC-2(12),AC-2 (12) (b),CCI-002149,Policy
1238,AC-02-13,AC-2(13),AC-2 (13),CCI-002150,Policy
1239,AC-02-13,AC-2(13),AC-2 (13),CCI-002151,Policy
1240,AC-03-02,AC-3(2),AC-3 (2),CCI-002152,Policy
1241,AC-03-03,AC-3(3),AC-3 (3),CCI-002153,Policy
1242,AC-03-03,AC-3(3),AC-3 (3) (a),CCI-002154,Policy
1243,AC-03-03,AC-3(3),AC-3 (3) (b) (1),CCI-002155,Policy
1244,AC-03-03,AC-3(3),AC-3 (3) (b) (2),CCI-002156,Policy
1245,AC-03-03,AC-3(3),AC-3 (3) (b) (3),CCI-002157,Policy
1246,AC-03-03,AC-3(3),AC-3 (3) (b) (4),CCI-002158,Policy
1247,AC-03-03,AC-3(3),AC-3 (3) (b) (4),CCI-002159,Policy
1248,AC-03-03,AC-3(3),AC-3 (3) (b) (5),CCI-002160,Policy
1249,AC-03-03,AC-3(3),AC-3 (3) (c),CCI-002161,Policy
1250,AC-03-03,AC-3(3),AC-3 (3) (c),CCI-002162,Policy
1251,AC-03-04,AC-3(4),AC-3 (4),CCI-002163,Policy
1252,AC-03-04,AC-3(4),AC-3 (4),CCI-002164,Policy
1253,AC-03-04,AC-3(4),AC-3 (4),CCI-002165,Technical
1254,AC-03-07,AC-3(7),AC-3 (7),CCI-002166,Policy
1255,AC-03-07,AC-3(7),AC-3 (7),CCI-002169,Technical
1256,AC-03-07,AC-3(7),AC-3 (7),CCI-002170,Policy
1257,AC-03-07,AC-3(7),AC-3 (7),CCI-002173,Policy
1258,AC-03-07,AC-3(7),AC-3 (7),CCI-002174,Policy
1259,AC-03-08,AC-3(8),AC-3 (8),CCI-002177,Policy
1260,AC-03-08,AC-3(8),AC-3 (8),CCI-002178,Technical
1261,AC-03-08,AC-3(8),AC-3 (8),CCI-002179,Technical
1262,AC-03-09,AC-3(9),AC-3 (9) (a),CCI-002180,Policy
1263,AC-03-09,AC-3(9),AC-3 (9) (a),CCI-002181,Policy
1264,AC-03-09,AC-3(9),AC-3 (9) (a),CCI-002182,Policy
1265,AC-03-09,AC-3(9),AC-3 (9) (b),CCI-002183,Policy
1266,AC-03-09,AC-3(9),AC-3 (9) (b),CCI-002184,Policy
1267,AC-03-10,AC-3(10),AC-3 (10),CCI-002185,Policy
1268,AC-03-10,AC-3(10),AC-3 (10),CCI-002186,Technical
1269,AC-04-01,AC-4(1),AC-4 (1),CCI-002187,Policy
1270,AC-04-01,AC-4(1),AC-4 (1),CCI-002188,Policy
1271,AC-04-01,AC-4(1),AC-4 (1),CCI-002189,Policy
1272,AC-04-01,AC-4(1),AC-4 (1),CCI-002190,Technical
1273,AC-04-02,AC-4(2),AC-4 (2),CCI-002191,Policy
1274,AC-04-03,AC-4(3),AC-4 (3),CCI-002192,Policy
1275,AC-04-04,AC-4(4),AC-4 (4),CCI-002193,Policy
1276,AC-04-06,AC-4(6),AC-4 (6),CCI-002194,Policy
1277,AC-04-08,AC-4(8),AC-4 (8) (a),CCI-002195,Policy
1278,AC-04-09,AC-4(9),AC-4 (9),CCI-002196,Policy
1279,AC-04-09,AC-4(9),AC-4 (9),CCI-002197,Policy
1280,AC-04-09,AC-4(9),AC-4 (9),CCI-002198,Technical
1281,AC-04-10,AC-4(10),AC-4 (10),CCI-002199,Policy
1282,AC-04-12,AC-4(12),AC-4 (12),CCI-002200,Policy
1283,AC-04-12,AC-4(12),AC-4 (12),CCI-002201,Technical
1284,AC-04-13,AC-4(13),AC-4 (13),CCI-002202,Policy
1285,AC-04-15,AC-4(15),AC-4 (15),CCI-002203,Policy
1286,AC-04-15,AC-4(15),AC-4 (15),CCI-002204,Policy
1287,AC-04-17,AC-4(17),AC-4 (17),CCI-002205,Technical
1288,AC-04-17,AC-4(17),AC-4 (17),CCI-002207,Technical
1289,AC-04-19,AC-4(19),AC-4 (19),CCI-002211,Technical
1290,AC-04-20,AC-4(20),AC-4 (20),CCI-002212,Policy
1291,AC-04-20,AC-4(20),AC-4 (20),CCI-002213,Policy
1292,AC-04-20,AC-4(20),AC-4 (20),CCI-002214,Policy
1293,AC-04-21,AC-4(21),AC-4 (21),CCI-002215,Policy
1294,AC-04-21,AC-4(21),AC-4 (21),CCI-002216,Policy
1295,AC-04-21,AC-4(21),AC-4 (21),CCI-002217,Policy
1296,AC-04-22,AC-4(22),AC-4 (22),CCI-002218,Technical
1297,AC-05-00,AC-5,AC-5 a,CCI-002219,Policy
1298,AC-05-00,AC-5,AC-5 b,CCI-002220,Policy
1299,AC-06-01,AC-6(1),AC-6 (1) (b),CCI-002221,Policy
1300,AC-06-01,AC-6(1),AC-6 (1) (a),CCI-002222,Policy
1301,AC-06-01,AC-6(1),AC-6 (1) (b),CCI-002223,Policy
1302,AC-06-03,AC-6(3),AC-6 (3),CCI-002224,Policy
1303,AC-06-04,AC-6(4),AC-6 (4),CCI-002225,Policy
1304,AC-06-04,AC-6(4),AC-6 (4),CCI-002225,Technical
1305,AC-06-05,AC-6(5),AC-6 (5),CCI-002226,Policy
1306,AC-06-05,AC-6(5),AC-6 (5),CCI-002227,Policy
1307,AC-06-07,AC-6(7),AC-6 (7) (a),CCI-002228,Policy
1308,AC-06-07,AC-6(7),AC-6 (7) (a),CCI-002229,Policy
1309,AC-06-07,AC-6(7),AC-6 (7) (a),CCI-002230,Policy
1310,AC-06-07,AC-6(7),AC-6 (7) (b),CCI-002231,Policy
1311,AC-06-08,AC-6(8),AC-6 (8),CCI-002232,Policy
1312,AC-06-08,AC-6(8),AC-6 (8),CCI-002233,Technical
1313,AC-06-09,AC-6(9),AC-6 (9),CCI-002234,Technical
1314,AC-06-10,AC-6(10),AC-6 (10),CCI-002235,Technical
1315,AC-07-00,AC-7,AC-7 b,CCI-002236,Policy
1316,AC-07-00,AC-7,AC-7 b,CCI-002237,Policy
1317,AC-07-00,AC-7,AC-7 b,CCI-002238,Technical
1318,AC-07-02,AC-7(2),AC-7 (2),CCI-002239,Policy
1319,AC-07-02,AC-7(2),AC-7 (2),CCI-002240,Policy
1320,AC-07-02,AC-7(2),AC-7 (2),CCI-002241,Policy
1321,AC-07-02,AC-7(2),AC-7 (2),CCI-002242,Technical
1322,AC-08-00,AC-8,AC-8 a 1,CCI-002243,Policy
1323,AC-08-00,AC-8,AC-8 a 2,CCI-002244,Policy
1324,AC-08-00,AC-8,AC-8 a 3,CCI-002245,Policy
1325,AC-08-00,AC-8,AC-8 a 4,CCI-002246,Policy
1326,AC-08-00,AC-8,AC-8 a,CCI-002247,Policy
1327,AC-08-00,AC-8,AC-8 c 1,CCI-002248,Policy
1328,AC-09-04,AC-9(4),AC-9 (4),CCI-002249,Policy
1329,AC-09-04,AC-9(4),AC-9 (4),CCI-002250,Technical
1330,AC-10-00,AC-10,AC-10,CCI-002252,Policy
1331,AC-16-00,AC-16,AC-16 a,CCI-002256,Policy
1332,AC-16-00,AC-16,AC-16 a,CCI-002257,Policy
1333,AC-16-00,AC-16,AC-16 a,CCI-002258,Policy
1334,AC-16-00,AC-16,AC-16 a,CCI-002259,Policy
1335,AC-16-00,AC-16,AC-16 a,CCI-002260,Policy
1336,AC-16-00,AC-16,AC-16 a,CCI-002261,Policy
1337,AC-16-00,AC-16,AC-16 a,CCI-002262,Technical
1338,AC-16-00,AC-16,AC-16 a,CCI-002263,Technical
1339,AC-16-00,AC-16,AC-16 a,CCI-002264,Technical
1340,AC-16-00,AC-16,AC-16 b,CCI-002265,Policy
1341,AC-16-00,AC-16,AC-16 b,CCI-002266,Policy
1342,AC-16-00,AC-16,AC-16 c,CCI-002267,Policy
1343,AC-16-00,AC-16,AC-16 c,CCI-002268,Policy
1344,AC-16-00,AC-16,AC-16 c,CCI-002269,Policy
1345,AC-16-00,AC-16,AC-16 d,CCI-002270,Policy
1346,AC-16-00,AC-16,AC-16 d,CCI-002271,Policy
1347,AC-16-01,AC-16(1),AC-16 (1),CCI-002272,Technical
1348,AC-16-01,AC-16(1),AC-16 (1),CCI-002273,Policy
1349,AC-16-01,AC-16(1),AC-16 (1),CCI-002274,Policy
1350,AC-16-01,AC-16(1),AC-16 (1),CCI-002275,Policy
1351,AC-16-02,AC-16(2),AC-16 (2),CCI-002277,Technical
1352,AC-16-03,AC-16(3),AC-16 (3),CCI-002278,Policy
1353,AC-16-03,AC-16(3),AC-16 (3),CCI-002279,Policy
1354,AC-16-03,AC-16(3),AC-16 (3),CCI-002280,Policy
1355,AC-16-03,AC-16(3),AC-16 (3),CCI-002281,Technical
1356,AC-16-03,AC-16(3),AC-16 (3),CCI-002282,Technical
1357,AC-16-03,AC-16(3),AC-16 (3),CCI-002283,Technical
1358,AC-16-03,AC-16(3),AC-16 (3),CCI-002284,Technical
1359,AC-16-04,AC-16(4),AC-16 (4),CCI-002286,Policy
1360,AC-16-04,AC-16(4),AC-16 (4),CCI-002287,Policy
1361,AC-16-04,AC-16(4),AC-16 (4),CCI-002288,Policy
1362,AC-16-04,AC-16(4),AC-16 (4),CCI-002289,Technical
1363,AC-16-04,AC-16(4),AC-16 (4),CCI-002290,Technical
1364,AC-16-06,AC-16(6),AC-16 (6),CCI-002291,Policy
1365,AC-16-06,AC-16(6),AC-16 (6),CCI-002292,Policy
1366,AC-16-06,AC-16(6),AC-16 (6),CCI-002293,Policy
1367,AC-16-06,AC-16(6),AC-16 (6),CCI-002294,Policy
1368,AC-16-06,AC-16(6),AC-16 (6),CCI-002295,Policy
1369,AC-16-06,AC-16(6),AC-16 (6),CCI-002296,Policy
1370,AC-16-06,AC-16(6),AC-16 (6),CCI-002297,Policy
1371,AC-16-06,AC-16(6),AC-16 (6),CCI-002298,Policy
1372,AC-16-07,AC-16(7),AC-16 (7),CCI-002299,Policy
1373,AC-16-08,AC-16(8),AC-16 (8),CCI-002300,Policy
1374,AC-16-08,AC-16(8),AC-16 (8),CCI-002301,Policy
1375,AC-16-08,AC-16(8),AC-16 (8),CCI-002302,Technical
1376,AC-16-09,AC-16(9),AC-16 (9),CCI-002303,Policy
1377,AC-16-09,AC-16(9),AC-16 (9),CCI-002304,Policy
1378,AC-16-10,AC-16(10),AC-16 (10),CCI-002306,Technical
1379,AC-16-10,AC-16(10),AC-16 (10),CCI-002307,Technical
1380,AC-16-10,AC-16(10),AC-16 (10),CCI-002308,Technical
1381,AC-16-10,AC-16(10),AC-16 (10),CCI-002309,Technical
1382,AC-17-00,AC-17,AC-17 a,CCI-002310,Policy
1383,AC-17-00,AC-17,AC-17 a,CCI-002311,Policy
1384,AC-17-00,AC-17,AC-17 a,CCI-002312,Policy
1385,AC-17-01,AC-17(1),AC-17 (1),CCI-002314,Technical
1386,AC-17-04,AC-17(4),AC-17 (4) (a),CCI-002316,Policy
1387,AC-17-04,AC-17(4),AC-17 (4) (a),CCI-002317,Policy
1388,AC-17-04,AC-17(4),AC-17 (4) (a),CCI-002318,Policy
1389,AC-17-04,AC-17(4),AC-17 (4) (b),CCI-002319,Policy
1390,AC-17-04,AC-17(4),AC-17 (4) (b),CCI-002320,Policy
1391,AC-17-09,AC-17(9),AC-17 (9),CCI-002321,Policy
1392,AC-17-09,AC-17(9),AC-17 (9),CCI-002322,Technical
1393,AC-18-00,AC-18,AC-18 a,CCI-002323,Policy
1394,AC-18-04,AC-18(4),AC-18 (4),CCI-002324,Policy
1395,AC-19-00,AC-19,AC-19 a,CCI-002325,Policy
1396,AC-19-00,AC-19,AC-19 a,CCI-002326,Policy
1397,AC-19-04,AC-19(4),AC-19 (4) (c),CCI-002327,Policy
1398,AC-19-04,AC-19(4),AC-19 (4) (c),CCI-002328,Policy
1399,AC-19-05,AC-19(5),AC-19 (5),CCI-002329,Policy
1400,AC-19-05,AC-19(5),AC-19 (5),CCI-002330,Policy
1401,AC-19-05,AC-19(5),AC-19 (5),CCI-002331,Policy
1402,AC-20-00,AC-20,AC-20 a 2,CCI-002332,Policy
1403,AC-20-01,AC-20(1),AC-20 (1) (b),CCI-002337,Policy
1404,AC-20-03,AC-20(3),AC-20 (3),CCI-002338,Policy
1405,AC-20-04,AC-20(4),AC-20 (4),CCI-002339,Policy
1406,AC-20-04,AC-20(4),AC-20 (4),CCI-002340,Policy
1407,AC-21-02,AC-21(2),AC-21 (2),CCI-002341,Policy
1408,AC-21-02,AC-21(2),AC-21 (2),CCI-002342,Technical
1409,AC-23-00,AC-23,AC-23,CCI-002343,Policy
1410,AC-23-00,AC-23,AC-23,CCI-002344,Policy
1411,AC-23-00,AC-23,AC-23,CCI-002345,Policy
1412,AC-23-00,AC-23,AC-23,CCI-002346,Technical
1413,AC-23-00,AC-23,AC-23,CCI-002347,Technical
1414,AC-24-00,AC-24,AC-24,CCI-002348,Policy
1415,AC-24-00,AC-24,AC-24,CCI-002349,Policy
1416,AC-24-01,AC-24(1),AC-24 (1),CCI-002350,Policy
1417,AC-24-01,AC-24(1),AC-24 (1),CCI-002351,Policy
1418,AC-24-01,AC-24(1),AC-24 (1),CCI-002352,Policy
1419,AC-24-01,AC-24(1),AC-24 (1),CCI-002353,Technical
1420,AC-24-02,AC-24(2),AC-24 (2),CCI-002354,Policy
1421,AC-24-02,AC-24(2),AC-24 (2),CCI-002355,Technical
1422,AC-25-00,AC-25,AC-25,CCI-002356,Policy
1423,AC-25-00,AC-25,AC-25,CCI-002357,Technical
1424,AC-25-00,AC-25,AC-25,CCI-002358,Technical
1425,AC-25-00,AC-25,AC-25,CCI-002359,Technical
1426,AC-12-00,AC-12,AC-12,CCI-002360,Policy
1427,AC-12-00,AC-12,AC-12,CCI-002361,Technical
1428,AC-12-01,AC-12(1),AC-12 (1),CCI-002362,Policy
1429,AC-12-01,AC-12(1),AC-12 (1),CCI-002363,Technical
