Junction ID,ATT&CK Technique,Security Control ID,ATT&CK Technique Name,Control Family,Control Name,Mapping Type,Reference Source,ATT&CK Version,Domain,Creation Date,Last Update
1280,T1210,SI-02-00,Exploitation of Remote Services,System and Information Integrity,Flaw Remediation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1281,T1210,SI-03-00,Exploitation of Remote Services,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1282,T1210,SI-04-00,Exploitation of Remote Services,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1283,T1210,SI-05-00,Exploitation of Remote Services,System and Information Integrity,"Security Alerts, Advisories, and Directives",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1284,T1210,SI-07-00,Exploitation of Remote Services,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1285,T1213,AC-16-00,Data from Information Repositories,Access Control,Security and Privacy Attributes,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1286,T1213,AC-17-00,Data from Information Repositories,Access Control,Remote Access,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1287,T1213,AC-02-00,Data from Information Repositories,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1288,T1213,AC-21-00,Data from Information Repositories,Access Control,Information Sharing,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1289,T1213,AC-23-00,Data from Information Repositories,Access Control,Data Mining Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1290,T1213,AC-03-00,Data from Information Repositories,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1291,T1213,AC-04-00,Data from Information Repositories,Access Control,Information Flow Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1292,T1213,AC-05-00,Data from Information Repositories,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1293,T1213,AC-06-00,Data from Information Repositories,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1294,T1213,CA-07-00,Data from Information Repositories,Security Assessment and Authorization,Continuous Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1295,T1213,CA-08-00,Data from Information Repositories,Security Assessment and Authorization,Penetration Testing,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1296,T1213,CM-02-00,Data from Information Repositories,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1297,T1213,CM-03-00,Data from Information Repositories,Configuration Management,Configuration Change Control,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1298,T1213,CM-05-00,Data from Information Repositories,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1299,T1213,CM-06-00,Data from Information Repositories,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1300,T1213,CM-07-00,Data from Information Repositories,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1301,T1213,CM-08-00,Data from Information Repositories,Configuration Management,System Component Inventory,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1302,T1213,IA-02-00,Data from Information Repositories,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1303,T1213,IA-04-00,Data from Information Repositories,Identification and Authentication,Identifier Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1304,T1213,IA-08-00,Data from Information Repositories,Identification and Authentication,Identification and Authentication (non-organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1305,T1213,RA-05-00,Data from Information Repositories,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1306,T1213,SC-28-00,Data from Information Repositories,System and Communications Protection,Protection of Information at Rest,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1307,T1213,SI-04-00,Data from Information Repositories,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1308,T1213,SI-07-00,Data from Information Repositories,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1309,T1213.001,AC-16-00,Confluence,Access Control,Security and Privacy Attributes,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1310,T1213.001,AC-17-00,Confluence,Access Control,Remote Access,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1311,T1213.001,AC-02-00,Confluence,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1312,T1213.001,AC-21-00,Confluence,Access Control,Information Sharing,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1313,T1213.001,AC-23-00,Confluence,Access Control,Data Mining Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1314,T1213.001,AC-03-00,Confluence,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1315,T1213.001,AC-04-00,Confluence,Access Control,Information Flow Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1316,T1213.001,AC-05-00,Confluence,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1317,T1213.001,AC-06-00,Confluence,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1318,T1213.001,CA-07-00,Confluence,Security Assessment and Authorization,Continuous Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1319,T1213.001,CA-08-00,Confluence,Security Assessment and Authorization,Penetration Testing,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1320,T1213.001,CM-02-00,Confluence,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1321,T1213.001,CM-03-00,Confluence,Configuration Management,Configuration Change Control,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1322,T1213.001,CM-05-00,Confluence,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1323,T1213.001,CM-06-00,Confluence,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1324,T1213.001,CM-07-00,Confluence,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1325,T1213.001,CM-08-00,Confluence,Configuration Management,System Component Inventory,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1326,T1213.001,IA-02-00,Confluence,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1327,T1213.001,IA-04-00,Confluence,Identification and Authentication,Identifier Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1328,T1213.001,IA-08-00,Confluence,Identification and Authentication,Identification and Authentication (non-organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1329,T1213.001,RA-05-00,Confluence,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1330,T1213.001,SC-28-00,Confluence,System and Communications Protection,Protection of Information at Rest,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1331,T1213.001,SI-04-00,Confluence,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1332,T1213.001,SI-07-00,Confluence,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1333,T1213.002,AC-16-00,Sharepoint,Access Control,Security and Privacy Attributes,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1334,T1213.002,AC-17-00,Sharepoint,Access Control,Remote Access,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1335,T1213.002,AC-02-00,Sharepoint,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1336,T1213.002,AC-21-00,Sharepoint,Access Control,Information Sharing,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1337,T1213.002,AC-23-00,Sharepoint,Access Control,Data Mining Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1338,T1213.002,AC-03-00,Sharepoint,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1339,T1213.002,AC-04-00,Sharepoint,Access Control,Information Flow Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1340,T1213.002,AC-05-00,Sharepoint,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1341,T1213.002,AC-06-00,Sharepoint,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1342,T1213.002,CA-07-00,Sharepoint,Security Assessment and Authorization,Continuous Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1343,T1213.002,CA-08-00,Sharepoint,Security Assessment and Authorization,Penetration Testing,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1344,T1213.002,CM-02-00,Sharepoint,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1345,T1213.002,CM-03-00,Sharepoint,Configuration Management,Configuration Change Control,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1346,T1213.002,CM-05-00,Sharepoint,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1347,T1213.002,CM-06-00,Sharepoint,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1348,T1213.002,CM-07-00,Sharepoint,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1349,T1213.002,CM-08-00,Sharepoint,Configuration Management,System Component Inventory,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1350,T1213.002,IA-02-00,Sharepoint,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1351,T1213.002,IA-04-00,Sharepoint,Identification and Authentication,Identifier Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1352,T1213.002,IA-08-00,Sharepoint,Identification and Authentication,Identification and Authentication (non-organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1353,T1213.002,RA-05-00,Sharepoint,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1354,T1213.002,SC-28-00,Sharepoint,System and Communications Protection,Protection of Information at Rest,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1355,T1213.002,SI-04-00,Sharepoint,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1356,T1213.002,SI-07-00,Sharepoint,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1357,T1213.003,AC-02-00,Code Repositories,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1358,T1213.003,AC-03-00,Code Repositories,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1359,T1213.003,AC-05-00,Code Repositories,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1360,T1213.003,AC-06-00,Code Repositories,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1361,T1213.003,CA-07-00,Code Repositories,Security Assessment and Authorization,Continuous Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1362,T1213.003,IA-02-00,Code Repositories,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1363,T1213.003,IA-09-00,Code Repositories,Identification and Authentication,Service Identification and Authentication,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1364,T1213.003,RA-05-00,Code Repositories,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1365,T1213.003,SA-10-00,Code Repositories,System and Services Acquisition,Developer Configuration Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1366,T1213.003,SA-11-00,Code Repositories,System and Services Acquisition,Developer Testing and Evaluation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1367,T1213.003,SA-15-00,Code Repositories,System and Services Acquisition,"Development Process, Standards, and Tools",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1368,T1213.003,SA-03-00,Code Repositories,System and Services Acquisition,System Development Life Cycle,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1369,T1213.003,SA-08-00,Code Repositories,System and Services Acquisition,Security and Privacy Engineering Principles,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1370,T1213.003,SI-02-00,Code Repositories,System and Information Integrity,Flaw Remediation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1371,T1216,CM-02-00,System Script Proxy Execution,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1372,T1216,CM-06-00,System Script Proxy Execution,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1373,T1216,CM-07-00,System Script Proxy Execution,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1374,T1216,SI-10-00,System Script Proxy Execution,System and Information Integrity,Information Input Validation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1375,T1216,SI-04-00,System Script Proxy Execution,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1376,T1216,SI-07-00,System Script Proxy Execution,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1377,T1216.001,CM-02-00,PubPrn,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1378,T1216.001,CM-06-00,PubPrn,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1379,T1216.001,CM-07-00,PubPrn,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1380,T1216.001,SI-10-00,PubPrn,System and Information Integrity,Information Input Validation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1381,T1216.001,SI-04-00,PubPrn,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1382,T1216.001,SI-07-00,PubPrn,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1383,T1218,AC-02-00,System Binary Proxy Execution,Access Control,Account Management,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1384,T1218,AC-06-00,System Binary Proxy Execution,Access Control,Least Privilege,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1385,T1218,CA-07-00,System Binary Proxy Execution,Security Assessment and Authorization,Continuous Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1386,T1218,CM-11-00,System Binary Proxy Execution,Configuration Management,User-installed Software,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1387,T1218,CM-02-00,System Binary Proxy Execution,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1388,T1218,CM-05-00,System Binary Proxy Execution,Configuration Management,Access Restrictions for Change,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1389,T1218,CM-06-00,System Binary Proxy Execution,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1390,T1218,CM-07-00,System Binary Proxy Execution,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1391,T1218,CM-08-00,System Binary Proxy Execution,Configuration Management,System Component Inventory,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1392,T1218,IA-02-00,System Binary Proxy Execution,Identification and Authentication,Identification and Authentication (organizational Users),Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1393,T1218,RA-05-00,System Binary Proxy Execution,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1394,T1218,SI-10-00,System Binary Proxy Execution,System and Information Integrity,Information Input Validation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1395,T1218,SI-16-00,System Binary Proxy Execution,System and Information Integrity,Memory Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1396,T1218,SI-03-00,System Binary Proxy Execution,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1397,T1218,SI-04-00,System Binary Proxy Execution,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1398,T1218,SI-07-00,System Binary Proxy Execution,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1399,T1218,AC-03-00,System Binary Proxy Execution,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1400,T1218,AC-05-00,System Binary Proxy Execution,Access Control,Separation of Duties,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1401,T1218.001,CM-11-00,Compiled HTML File,Configuration Management,User-installed Software,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1402,T1218.001,CM-02-00,Compiled HTML File,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1403,T1218.001,CM-06-00,Compiled HTML File,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1404,T1218.001,CM-07-00,Compiled HTML File,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1405,T1218.001,SC-18-00,Compiled HTML File,System and Communications Protection,Mobile Code,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1406,T1218.001,SI-10-00,Compiled HTML File,System and Information Integrity,Information Input Validation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1407,T1218.001,SI-16-00,Compiled HTML File,System and Information Integrity,Memory Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1408,T1218.001,SI-03-00,Compiled HTML File,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1409,T1218.001,SI-04-00,Compiled HTML File,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1410,T1218.001,SI-07-00,Compiled HTML File,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1411,T1218.002,AC-03-00,Control Panel,Access Control,Access Enforcement,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1412,T1218.002,CA-07-00,Control Panel,Security Assessment and Authorization,Continuous Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1413,T1218.002,CM-11-00,Control Panel,Configuration Management,User-installed Software,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1414,T1218.002,CM-02-00,Control Panel,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1415,T1218.002,CM-06-00,Control Panel,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1416,T1218.002,CM-07-00,Control Panel,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1417,T1218.002,SI-10-00,Control Panel,System and Information Integrity,Information Input Validation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1418,T1218.002,SI-16-00,Control Panel,System and Information Integrity,Memory Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1419,T1218.002,SI-03-00,Control Panel,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1420,T1218.002,SI-04-00,Control Panel,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1421,T1218.002,SI-07-00,Control Panel,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1422,T1218.003,CM-11-00,CMSTP,Configuration Management,User-installed Software,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1423,T1218.003,CM-02-00,CMSTP,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1424,T1218.003,CM-06-00,CMSTP,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1425,T1218.003,CM-07-00,CMSTP,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1426,T1218.003,CM-08-00,CMSTP,Configuration Management,System Component Inventory,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1427,T1218.003,RA-05-00,CMSTP,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1428,T1218.003,SI-10-00,CMSTP,System and Information Integrity,Information Input Validation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1429,T1218.003,SI-16-00,CMSTP,System and Information Integrity,Memory Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1430,T1218.003,SI-03-00,CMSTP,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1431,T1218.003,SI-04-00,CMSTP,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1432,T1218.003,SI-07-00,CMSTP,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1433,T1218.004,CM-11-00,InstallUtil,Configuration Management,User-installed Software,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1434,T1218.004,CM-02-00,InstallUtil,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1435,T1218.004,CM-06-00,InstallUtil,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1436,T1218.004,CM-07-00,InstallUtil,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1437,T1218.004,CM-08-00,InstallUtil,Configuration Management,System Component Inventory,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1438,T1218.004,RA-05-00,InstallUtil,Risk Assessment,Vulnerability Monitoring and Scanning,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1439,T1218.004,SI-10-00,InstallUtil,System and Information Integrity,Information Input Validation,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1440,T1218.004,SI-16-00,InstallUtil,System and Information Integrity,Memory Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1441,T1218.004,SI-03-00,InstallUtil,System and Information Integrity,Malicious Code Protection,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1442,T1218.004,SI-04-00,InstallUtil,System and Information Integrity,System Monitoring,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1443,T1218.004,SI-07-00,InstallUtil,System and Information Integrity,"Software, Firmware, and Information Integrity",Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1444,T1218.005,CM-11-00,Mshta,Configuration Management,User-installed Software,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1445,T1218.005,CM-02-00,Mshta,Configuration Management,Baseline Configuration,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1446,T1218.005,CM-06-00,Mshta,Configuration Management,Configuration Settings,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
1447,T1218.005,CM-07-00,Mshta,Configuration Management,Least Functionality,Protects,NIST 800-53 Revision 5,14.1,Enterprise,01/13/2022,01/13/2022
