ATT&CK Technique ID,ATT&CK Technique Name,ATT&CK Technique Description,STIX ID,URL,Created,Last Modified,Domain,Version,Detection,Platforms,Data Source,Citations,Type
T1001.001,Data Obfuscation: Junk Data,"Adversaries may add junk data to protocols used for command and control to make detection more difficult. By adding random or meaningless data to the protocols used for command and control, adversaries can prevent trivial methods for decoding, deciphering",attack-pattern--f7c0689c-4dbd-489b-81be-7cb7c7079ade,https://attack.mitre.org/techniques/T1001/001,15 March 2020,15 March 2020,enterprise-attack,1.0,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. An","Linux,Windows,macOS",Network Traffic: Network Traffic Content,"(Citation: ESET BackdoorDiplomacy Jun 2021),(Citation: ESET Sednit Part 3),(Citation: MSTIC NOBELIUM Mar 2021),(Citation: Joint Cybersecurity Advisory AA23-129A Snake Malware May 2023),(Citation: Kaspersky Lyceum October 2021),(Citation: TrendMicro BlackT",Enterprise
T1001.002,Data Obfuscation: Steganography,Adversaries may use steganographic techniques to hide command and control traffic to make detection efforts more difficult. Steganographic techniques can be used to hide data in digital messages that are transferred between systems. This hidden informatio,attack-pattern--eec23884-3fa1-4d8a-ac50-6f104d51e235,https://attack.mitre.org/techniques/T1001/002,15 March 2020,15 March 2020,enterprise-attack,1.0,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. An","Linux,Windows,macOS",Network Traffic: Network Traffic Content,"(Citation: Proofpoint TA459 April 2017),(Citation: Novetta-Axiom),(Citation: GitHub Sliver HTTP),(Citation: Symantec W32.Duqu),(Citation: FireEye SUNBURST Additional Details Dec 2020),(Citation: Unit42 RDAT July 2020),(Citation: FireEye SUNBURST Backdoor ",Enterprise
T1001.003,Data Obfuscation: Protocol Impersonation,"Adversaries may impersonate legitimate protocols or web service traffic to disguise command and control activity and thwart analysis efforts. By impersonating legitimate protocols or web services, adversaries can make their command and control traffic ble",attack-pattern--c325b232-d5bc-4dde-a3ec-71f3db9e8adc,https://attack.mitre.org/techniques/T1001/003,15 March 2020,15 March 2020,enterprise-attack,1.0,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. An","Linux,Windows,macOS",Network Traffic: Network Traffic Content,"(Citation: Novetta Blockbuster Destructive Malware),(Citation: PWC KeyBoys Feb 2017),(Citation: US-CERT BADCALL),(Citation: US-CERT Bankshot Dec 2017),(Citation: ESET InvisiMole June 2020),(Citation: Mandiant APT41),(Citation: Zscaler Higaisa 2020),(Citat",Enterprise
T1003,OS Credential Dumping,"Adversaries may attempt to dump credentials to obtain account login and credential material, normally in the form of a hash or a clear text password, from the operating system and software. Credentials can then be used to perform [Lateral Movement](https:",attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,https://attack.mitre.org/techniques/T1003,31 May 2017,08 March 2022,enterprise-attack,2.1,"### Windows
Monitor for unexpected processes interacting with lsass.exe.(Citation: Medium Detecting Attempts to Steal Passwords from Memory) Common credential dumpers such as [Mimikatz](https://attack.mitre.org/software/S0002) access the LSA Subsystem Ser","Linux,Windows,macOS","Active Directory: Active Directory Object Access, Command: Command Execution, File: File Access, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow, Process: OS API Execution, Process: Process Access, Process: Process Creation","(Citation: FireEye Periscope March 2018),(Citation: Kaspersky Poseidon Group),(Citation: Symantec Suckfly May 2016),(Citation: ESET Sednit Part 2),(Citation: Novetta-Axiom),(Citation: F-Secure The Dukes),(Citation: FireEye CARBANAK June 2017),(Citation: S",Enterprise
T1003.001,OS Credential Dumping: LSASS Memory,"Adversaries may attempt to access credential material stored in the process memory of the Local Security Authority Subsystem Service (LSASS). After a user logs on, the system generates and stores a variety of credential materials in LSASS process memory. ",attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,https://attack.mitre.org/techniques/T1003/001,11 February 2020,24 July 2023,enterprise-attack,1.3,"Monitor for unexpected processes interacting with LSASS.exe.(Citation: Medium Detecting Attempts to Steal Passwords from Memory) Common credential dumpers such as Mimikatz access LSASS.exe by opening the process, locating the LSA secrets key, and decrypti",Windows,"Command: Command Execution, Logon Session: Logon Session Creation, Process: OS API Execution, Process: Process Access, Process: Process Creation, Windows Registry: Windows Registry Key Modification","(Citation: Netscout Stolen Pencil Dec 2018),(Citation: Mandiant Operation Ke3chang November 2014),(Citation: ESET Bad Rabbit),(Citation: PowerSploit Documentation),(Citation: Unit 42 MuddyWater Nov 2017),(Citation: Symantec Elfin Mar 2019),(Citation: GitH",Enterprise
T1003.002,OS Credential Dumping: Security Account Manager,Adversaries may attempt to extract credential material from the Security Account Manager (SAM) database either through in-memory techniques or through the Windows Registry where the SAM database is stored. The SAM is a database file that contains local ac,attack-pattern--1644e709-12d2-41e5-a60f-3470991f5011,https://attack.mitre.org/techniques/T1003/002,11 February 2020,24 July 2023,enterprise-attack,1.1,Hash dumpers open the Security Accounts Manager (SAM) on the local file system (<code>%SystemRoot%/system32/config/SAM</code>) or create a dump of the Registry SAM key to access stored account password hashes. Some hash dumpers will open the local file sy,Windows,"Command: Command Execution, File: File Access, File: File Creation, Windows Registry: Windows Registry Key Access","(Citation: NCSC Joint Report Public Tools),(Citation: Symantec Backdoor.Mivast),(Citation: Github Koadic),(Citation: Mandiant Operation Ke3chang November 2014),(Citation: Deply Mimikatz),(Citation: US-CERT HOPLIGHT Apr 2019),(Citation: SecureWorks BRONZE ",Enterprise
T1003.003,OS Credential Dumping: NTDS,"Adversaries may attempt to access or create a copy of the Active Directory domain database in order to steal credential information, as well as obtain other information about domain members such as devices, users, and access rights. By default, the NTDS f",attack-pattern--edf91964-b26e-4b4a-9600-ccacd7d7df24,https://attack.mitre.org/techniques/T1003/003,11 February 2020,28 July 2023,enterprise-attack,1.2,"Monitor processes and command-line arguments for program execution that may be indicative of credential dumping, especially attempts to access or copy the NTDS.dit.",Windows,"Command: Command Execution, File: File Access","(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: Volexity Exchange Marauder March 2021),(Citation: Github Koadic),(Citation: Microsoft Volt Typhoon May 2023),(Citation: Microsoft NICKEL December 2021),(Citation: Secureworks BRONZE PRE",Enterprise
T1003.004,OS Credential Dumping: LSA Secrets,"Adversaries with SYSTEM access to a host may attempt to access Local Security Authority (LSA) secrets, which can contain a variety of different credential materials, such as credentials for service accounts.(Citation: Passcape LSA Secrets)(Citation: Micro",attack-pattern--1ecfdab8-7d59-4c98-95d4-dc41970f57fc,https://attack.mitre.org/techniques/T1003/004,21 February 2020,21 April 2021,enterprise-attack,1.0,Monitor processes and command-line arguments for program execution that may be indicative of credential dumping. Remote access tools may contain built-in features or incorporate existing tools like Mimikatz. PowerShell scripts also exist that contain cred,Windows,"Command: Command Execution, Windows Registry: Windows Registry Key Access","(Citation: NCSC Joint Report Public Tools),(Citation: Mandiant Operation Ke3chang November 2014),(Citation: Deply Mimikatz),(Citation: Unit 42 MuddyWater Nov 2017),(Citation: SecureWorks BRONZE UNION June 2017),(Citation: AADInternals Documentation),(Cita",Enterprise
T1003.005,OS Credential Dumping: Cached Domain Credentials,"Adversaries may attempt to access cached domain credentials used to allow authentication to occur in the event a domain controller is unavailable.(Citation: Microsoft - Cached Creds)  On Windows Vista and newer, the hash format is DCC2 (Domain Cached Cred",attack-pattern--6add2ab5-2711-4e9d-87c8-7a0be8531530,https://attack.mitre.org/techniques/T1003/005,21 February 2020,19 October 2023,enterprise-attack,1.0,Monitor processes and command-line arguments for program execution that may be indicative of credential dumping. Remote access tools may contain built-in features or incorporate existing tools like Mimikatz. PowerShell scripts also exist that contain cred,Windows,Command: Command Execution,"(Citation: ESET Okrum July 2019),(Citation: FireEye APT34 July 2019),(Citation: Unit42 OilRig Playbook 2023),(Citation: FireEye APT33 Guardrail),(Citation: FireEye APT35 2018),(Citation: Symantec MuddyWater Dec 2018),(Citation: GitHub LaZagne Dec 2018),(C",Enterprise
T1003.006,OS Credential Dumping: DCSync,Adversaries may attempt to access credentials and other sensitive information by abusing a Windows Domain Controller's application programming interface (API)(Citation: Microsoft DRSR Dec 2017) (Citation: Microsoft GetNCCChanges) (Citation: Samba DRSUAPI),attack-pattern--f303a39a-6255-4b89-aecc-18c4d8ca7163,https://attack.mitre.org/techniques/T1003/006,11 February 2020,22 April 2021,enterprise-attack,1.0,Monitor domain controller logs for replication requests and other unscheduled activity possibly associated with DCSync.(Citation: Microsoft DRSR Dec 2017) (Citation: Microsoft GetNCCChanges) (Citation: Samba DRSUAPI) Also monitor for network protocols(Cit,Windows,"Active Directory: Active Directory Object Access, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow","(Citation: FoxIT Wocao December 2019),(Citation: NCSC Joint Report Public Tools),(Citation: Cobalt Strike Manual 4.3 November 2020),(Citation: Crowdstrike TELCO BPO Campaign December 2022),(Citation: TrendMicro EarthLusca 2022),(Citation: Deply Mimikatz),",Enterprise
T1003.007,OS Credential Dumping: Proc Filesystem,"Adversaries may gather credentials from the proc filesystem or `/proc`. The proc filesystem is a pseudo-filesystem used as an interface to kernel data structures for Linux based systems managing virtual memory. For each process, the `/proc/<PID>/maps` fil",attack-pattern--3120b9fa-23b8-4500-ae73-09494f607b7d,https://attack.mitre.org/techniques/T1003/007,11 February 2020,15 April 2023,enterprise-attack,1.1,"To obtain the passwords and hashes stored in memory, processes must open a maps file in the /proc filesystem for the process being analyzed. This file is stored under the path <code>/proc/\*/maps</code>, where the <code>\*</code> directory is the unique p",Linux,"Command: Command Execution, File: File Access","(Citation: Picus Labs Proc cump 2022),(Citation: MimiPenguin GitHub May 2017),(Citation: GitHub LaZagne Dec 2018),",Enterprise
T1003.008,OS Credential Dumping: /etc/passwd and /etc/shadow,Adversaries may attempt to dump the contents of/etc/passwd and/etc/shadow to enable offline password cracking. Most modern Linux operating systems use a combination of/etc/passwd and/etc/shadow to store user account information including password hashes i,attack-pattern--d0b4fcdb-d67d-4ed2-99ce-788b12f8c0f4,https://attack.mitre.org/techniques/T1003/008,11 February 2020,20 March 2020,enterprise-attack,1.0,"The AuditD monitoring tool, which ships stock in many Linux distributions, can be used to watch for hostile processes attempting to access <code>/etc/passwd</code> and <code>/etc/shadow</code>, alerting on the pid, process name, and arguments of such prog",Linux,"Command: Command Execution, File: File Access","(Citation: GitHub LaZagne Dec 2018),",Enterprise
T1005,Data from Local System,"Adversaries may search local system sources, such as file systems and configuration files or local databases, to find files of interest and sensitive data prior to Exfiltration.  Adversaries may do this using a [Command and Scripting Interpreter](https://",attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,https://attack.mitre.org/techniques/T1005,31 May 2017,12 April 2023,enterprise-attack,1.6,"Monitor processes and command-line arguments for actions that could be taken to collect files from a system. Remote access tools with built-in features may interact directly with the Windows API to gather data. Further, [Network Device CLI](https://attack","Linux,Network,Windows,macOS","Command: Command Execution, File: File Access, Process: OS API Execution, Process: Process Creation, Script: Script Execution","(Citation: Objective See Green Lambert for OSX Oct 2021),(Citation: Mandiant Operation Ke3chang November 2014),(Citation: Kaspersky ThreatNeedle Feb 2021),(Citation: CyberBit Dtrack),(Citation: MalwareBytes SideCopy Dec 2021),(Citation: Wevtutil Microsoft",Enterprise
T1006,Direct Volume Access,Adversaries may directly access a volume to bypass file access controls and file system monitoring. Windows allows programs to have direct access to logical volumes. Programs with direct access may read and write files directly from the drive by analyzing,attack-pattern--0c8ab3eb-df48-4b9c-ace7-beacaac81cc5,https://attack.mitre.org/techniques/T1006,31 May 2017,01 October 2023,enterprise-attack,2.1,"Monitor handle opens on drive volumes that are made by processes to determine when they may directly access logical drives. (Citation: Github PowerSploit Ninjacopy)

Monitor processes and command-line arguments for actions that could be taken to copy file",Windows,"Command: Command Execution, Drive: Drive Access, File: File Creation","(Citation: Cary Esentutl),(Citation: LOLBAS Esentutl),",Enterprise
T1007,System Service Discovery,"Adversaries may try to gather information about registered local system services. Adversaries may obtain information about services using tools as well as OS utility commands such assc query,tasklist /svc,systemctl --type=service, andnet start.  Adversari",attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa,https://attack.mitre.org/techniques/T1007,31 May 2017,03 April 2023,enterprise-attack,1.5,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Later","Linux,Windows,macOS","Command: Command Execution, Process: OS API Execution, Process: Process Creation","(Citation: Kaspersky Turla),(Citation: Mandiant Operation Ke3chang November 2014),(Citation: Lotus Blossom Jun 2015),(Citation: Cyble Black Basta May 2022),(Citation: Trend Micro Tick November 2019),(Citation: Talos ZxShell Oct 2014),(Citation: GitHub SIL",Enterprise
T1008,Fallback Channels,Adversaries may use fallback or alternate communication channels if the primary channel is compromised or inaccessible in order to maintain reliable command and control and to avoid data transfer thresholds.,attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433,https://attack.mitre.org/techniques/T1008,31 May 2017,14 July 2020,enterprise-attack,1.0,"Analyze network data for uncommon data flows (e.g., a client sending significantly more data than it receives from a server). Processes utilizing the network that do not normally have network communication or have never been seen before are suspicious. An","Linux,Windows,macOS","Network Traffic: Network Connection Creation, Network Traffic: Network Traffic Flow","(Citation: ESET Sednit Part 2),(Citation: FireEye APT41 Aug 2019),(Citation: Proofpoint Bumblebee April 2022),(Citation: US-CERT HOPLIGHT Apr 2019),(Citation: Unit42 RDAT July 2020),(Citation: ESET InvisiMole June 2020),(Citation: Securelist MiniDuke Feb ",Enterprise
T1010,Application Window Discovery,"Adversaries may attempt to get a listing of open application windows. Window listings could convey information about how the system is used.(Citation: Prevailion DarkWatchman 2021) For example, information about application windows could be used identify ",attack-pattern--4ae4f953-fe58-4cc8-a327-33257e30a830,https://attack.mitre.org/techniques/T1010,31 May 2017,15 April 2023,enterprise-attack,1.3,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities based on the i","Linux,Windows,macOS","Command: Command Execution, Process: OS API Execution, Process: Process Creation","(Citation: FireEye APT32 May 2017),(Citation: Symantec W32.Duqu),(Citation: CheckPoint Naikon May 2020),(Citation: Symantec Chafer Dec 2015),(Citation: Bitdefender FunnyDream Campaign November 2020),(Citation: GitHub SILENTTRINITY Modules July 2019),(Cita",Enterprise
T1011,Exfiltration Over Other Network Medium,"Adversaries may attempt to exfiltrate data over a different network medium than the command and control channel. If the command and control network is a wired Internet connection, the exfiltration may occur, for example, over a WiFi connection, modem, cel",attack-pattern--51ea26b1-ff1e-4faa-b1a0-1114cd298c87,https://attack.mitre.org/techniques/T1011,31 May 2017,11 September 2023,enterprise-attack,1.2,"Monitor for processes utilizing the network that do not normally have network communication or have never been seen before. Processes that normally require user-driven events to access the network (for example, a web browser opening with a mouse click or ","Linux,Windows,macOS","Command: Command Execution, File: File Access, Network Traffic: Network Connection Creation, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow",",(Citation: TechRepublic Wireless GPO FEB 2009),(Citation: Microsoft GPO Bluetooth FEB 2009)",Enterprise
T1011.001,Exfiltration Over Other Network Medium: Exfiltration Over Bluetooth,"Adversaries may attempt to exfiltrate data over Bluetooth rather than the command and control channel. If the command and control network is a wired Internet connection, an adversary may opt to exfiltrate data using a Bluetooth communication channel.  Adv",attack-pattern--613d08bc-e8f4-4791-80b0-c8b974340dfd,https://attack.mitre.org/techniques/T1011/001,09 March 2020,08 March 2022,enterprise-attack,1.1,"Monitor for processes utilizing the network that do not normally have network communication or have never been seen before. Processes that normally require user-driven events to access the network (for example, a web browser opening with a mouse click or ","Linux,Windows,macOS","Command: Command Execution, File: File Access, Network Traffic: Network Connection Creation, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow","(Citation: Symantec Beetlejuice),",Enterprise
T1012,Query Registry,"Adversaries may interact with the Windows Registry to gather information about the system, configuration, and installed software.  The Registry contains a significant amount of information about the operating system, configuration, software, and security.",attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,https://attack.mitre.org/techniques/T1012,31 May 2017,03 April 2023,enterprise-attack,1.3,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Later",Windows,"Command: Command Execution, Process: OS API Execution, Process: Process Creation, Windows Registry: Windows Registry Key Access","(Citation: FireEye APT32 May 2017),(Citation: Zscaler APT31 Covid-19 October 2020),(Citation: Talent-Jump Clambling February 2020),(Citation: MSTIC NOBELIUM Mar 2021),(Citation: CyberBit Dtrack),(Citation: Mandiant Suspected Turla Campaign February 2023),",Enterprise
T1014,Rootkit,"Adversaries may use rootkits to hide the presence of programs, files, network connections, services, drivers, and other system components. Rootkits are programs that hide the existence of malware by intercepting/hooking and modifying operating system API ",attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b,https://attack.mitre.org/techniques/T1014,31 May 2017,30 March 2023,enterprise-attack,1.1,"Some rootkit protections may be built into anti-virus or operating system software. There are dedicated rootkit detection tools that look for specific types of rootkit behavior. Monitor for the existence of unrecognized DLLs, devices, services, and change","Linux,Windows,macOS","Drive: Drive Modification, File: File Modification, Firmware: Firmware Modification","(Citation: Kaspersky Turla),(Citation: NCSC Joint Report Public Tools),(Citation: Intezer HiddenWasp Map 2019),(Citation: FireEye APT41 Aug 2019),(Citation: Symantec APT28 Oct 2018),(Citation: Anomali Rocke March 2019),(Citation: FireEye HIKIT Rootkit Par",Enterprise
T1016,System Network Configuration Discovery,"Adversaries may look for details about the network configuration and settings, such as IP and/or MAC addresses, of systems they access or through information discovery of remote systems. Several operating system administration utilities exist that can be ",attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,https://attack.mitre.org/techniques/T1016,31 May 2017,28 July 2023,enterprise-attack,1.6,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Later","Linux,Network,Windows,macOS","Command: Command Execution, Process: OS API Execution, Process: Process Creation, Script: Script Execution","(Citation: Objective See Green Lambert for OSX Oct 2021),(Citation: Zscaler APT31 Covid-19 October 2020),(Citation: Talent-Jump Clambling February 2020),(Citation: Unit 42 Bisonal July 2018),(Citation: Symantec W32.Duqu),(Citation: MSTIC NOBELIUM Mar 2021",Enterprise
T1016.001,System Network Configuration Discovery: Internet Connection Discovery,"Adversaries may check for Internet connectivity on compromised systems. This may be performed during automated discovery and can be accomplished in numerous ways such as using [Ping](https://attack.mitre.org/software/S0097),tracert, and GET requests to we",attack-pattern--132d5b37-aac5-4378-a8dc-3127b18a73dc,https://attack.mitre.org/techniques/T1016/001,17 March 2021,25 March 2021,enterprise-attack,1.0,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Comma","Linux,Windows,macOS","Command: Command Execution, Process: Process Creation","(Citation: Cisco Operation Layover September 2021),(Citation: MSTIC NOBELIUM Mar 2021),(Citation: ESET ComRAT May 2020),(Citation: Microsoft NICKEL December 2021),(Citation: Kaspersky Lyceum October 2021),(Citation: Symantec Shuckworm January 2022),(Citat",Enterprise
T1016.002,System Network Configuration Discovery: Wi-Fi Discovery,"Adversaries may search for information about Wi-Fi networks, such as network names and passwords, on compromised systems. Adversaries may use Wi-Fi information as part of [Account Discovery](https://attack.mitre.org/techniques/T1087), [Remote System Disco",attack-pattern--494ab9f0-36e0-4b06-b10d-57285b040a06,https://attack.mitre.org/techniques/T1016/002,08 September 2023,05 October 2023,enterprise-attack,1.0,This type of attack technique cannot be easily mitigated with preventive controls since it is based on the abuse of system features.,"Linux,Windows,macOS","Command: Command Execution, Process: OS API Execution","(Citation: Malwarebytes Agent Tesla April 2020),(Citation: Check Point APT35 CharmPower January 2022),(Citation: Binary Defense Emotes Wi-Fi Spreader),",Enterprise
T1018,Remote System Discovery,"Adversaries may attempt to get a listing of other systems by IP address, hostname, or other logical identifier on a network that may be used for Lateral Movement from the current system. Functionality could exist within remote access tools to enable this,",attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,https://attack.mitre.org/techniques/T1018,31 May 2017,14 August 2023,enterprise-attack,3.5,"System and network discovery techniques normally occur throughout an operation as an adversary learns the environment. Data and events should not be viewed in isolation, but as part of a chain of behavior that could lead to other activities, such as Later","Linux,Network,Windows,macOS","Command: Command Execution, File: File Access, Network Traffic: Network Connection Creation, Process: Process Creation","(Citation: BitDefender Chafer May 2020),(Citation: FireEye APT10 April 2017),(Citation: Debian nbtscan Nov 2019),(Citation: CrowdStrike Grim Spider May 2019),(Citation: Palo Alto CVE-2015-3113 July 2015),(Citation: Fidelis njRAT June 2013),(Citation: CISA",Enterprise
T1020,Automated Exfiltration,"Adversaries may exfiltrate data, such as sensitive documents, through the use of automated processing after being gathered during Collection.   When automated exfiltration is used, other exfiltration techniques likely apply as well to transfer the informa",attack-pattern--774a3188-6ba9-4dc4-879d-d54ee48a5ce9,https://attack.mitre.org/techniques/T1020,31 May 2017,19 April 2022,enterprise-attack,1.2,Monitor process file access patterns and network behavior. Unrecognized processes or scripts that appear to be traversing file systems and sending network traffic may be suspicious.,"Linux,Network,Windows,macOS","Command: Command Execution, File: File Access, Network Traffic: Network Connection Creation, Network Traffic: Network Traffic Content, Network Traffic: Network Traffic Flow, Script: Script Execution","(Citation: ESET Gamaredon June 2020),(Citation: Microsoft NICKEL December 2021),(Citation: ATT Sidewinder January 2021),(Citation: Intezer Doki July 20),(Citation: Proofpoint Operation Transparent Tribe March 2016),(Citation: Palo Alto Unit 42 OutSteel Sa",Enterprise
T1020.001,Automated Exfiltration: Traffic Duplication,"Adversaries may leverage traffic mirroring in order to automate data exfiltration over compromised infrastructure. Traffic mirroring is a native feature for some devices, often used for network analysis. For example, devices may be configured to forward n",attack-pattern--7c46b364-8496-4234-8a56-f7e6727e21e1,https://attack.mitre.org/techniques/T1020/001,19 October 2020,14 April 2023,enterprise-attack,1.2,"Monitor network traffic for uncommon data flows (e.g. unusual network communications, suspicious communications that have never been seen before, communications sending fixed size data packets at regular intervals).  Analyze packet contents to detect comm","IaaS,Network","Network Traffic: Network Connection Creation, Network Traffic: Network Traffic Flow",",",Enterprise
T1021,Remote Services,"Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to log into a service that accepts remote connections, such as telnet, SSH, and VNC. The adversary may then perform actions as the logged-on user.  In an enterprise environmen",attack-pattern--54a649ff-439a-41a4-9856-8d144a2551ba,https://attack.mitre.org/techniques/T1021,31 May 2017,02 June 2023,enterprise-attack,1.4,Correlate use of login activity related to remote services with unusual behavior or other malicious or suspicious activity. Adversaries will likely need to learn about an environment and the relationships between systems through Discovery techniques prior,"IaaS,Linux,Windows,macOS","Command: Command Execution, Logon Session: Logon Session Creation, Module: Module Load, Network Share: Network Share Access, Network Traffic: Network Connection Creation, Network Traffic: Network Traffic Flow, Process: Process Creation, WMI: WMI Creation","(Citation: Palo Alto Brute Ratel July 2022),(Citation: ESET DazzleSpy Jan 2022),(Citation: TrendMicro BlackTech June 2017),(Citation: Mandiant FIN12 Oct 2021),(Citation: Nicolas Falliere, Liam O Murchu, Eric Chien February 2011),",Enterprise
T1021.001,Remote Services: Remote Desktop Protocol,Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to log into a computer using the Remote Desktop Protocol (RDP). The adversary may then perform actions as the logged-on user.  Remote desktop is a common feature in operating ,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf,https://attack.mitre.org/techniques/T1021/001,11 February 2020,07 August 2023,enterprise-attack,1.2,"Use of RDP may be legitimate, depending on the network environment and how it is used. Other factors, such as access patterns and activity that occurs after a remote login, may indicate suspicious or malicious behavior with RDP. Monitor for user accounts ",Windows,"Logon Session: Logon Session Creation, Logon Session: Logon Session Metadata, Network Traffic: Network Connection Creation, Network Traffic: Network Traffic Flow, Process: Process Creation","(Citation: Netscout Stolen Pencil Dec 2018),(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: Github Koadic),(Citation: Group IB Cobalt Aug 2017),(Citation: FireEye APT41 Aug 2019),(Citation: DFIR Ryuk 2 Hour Speed Run November 2020),(",Enterprise
T1021.002,Remote Services: SMB/Windows Admin Shares,"Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to interact with a remote network share using Server Message Block (SMB). The adversary may then perform actions as the logged-on user.  SMB is a file, printer, and serial por",attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,https://attack.mitre.org/techniques/T1021/002,11 February 2020,28 July 2023,enterprise-attack,1.2,Ensure that proper logging of accounts used to log into systems is turned on and centrally collected. Windows logging is able to collect success/failure for accounts that may be used to move laterally and can be collected using tools such as Windows Event,Windows,"Command: Command Execution, Logon Session: Logon Session Creation, Network Share: Network Share Access, Network Traffic: Network Connection Creation, Network Traffic: Network Traffic Flow, Process: Process Creation","(Citation: Kaspersky Turla),(Citation: Symantec Chafer February 2018),(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: Trend Micro Black Basta October 2022),(Citation: Symantec W32.Duqu),(Citation: Mandiant Operation Ke3chang November",Enterprise
T1021.003,Remote Services: Distributed Component Object Model,Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to interact with remote machines by taking advantage of Distributed Component Object Model (DCOM). The adversary may then perform actions as the logged-on user.  The Windows C,attack-pattern--68a0c5ed-bee2-4513-830d-5b0d650139bd,https://attack.mitre.org/techniques/T1021/003,11 February 2020,11 August 2023,enterprise-attack,1.3,"Monitor for COM objects loading DLLs and other modules not typically associated with the application.(Citation: Enigma Outlook DCOM Lateral Movement Nov 2017) Enumeration of COM objects, via [Query Registry](https://attack.mitre.org/techniques/T1012) or [",Windows,"Module: Module Load, Network Traffic: Network Connection Creation, Process: Process Creation","(Citation: GitHub SILENTTRINITY Modules July 2019),(Citation: Cobalt Strike DCOM Jan 2017),(Citation: Github PowerShell Empire),(Citation: Microsoft COM ACL),(Citation: Microsoft Disable DCOM),(Citation: Microsoft System Wide Com Keys),(Citation: Microsof",Enterprise
T1021.004,Remote Services: SSH,Adversaries may use [Valid Accounts](https://attack.mitre.org/techniques/T1078) to log into remote machines using Secure Shell (SSH). The adversary may then perform actions as the logged-on user.  SSH is a protocol that allows authorized users to open rem,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,https://attack.mitre.org/techniques/T1021/004,11 February 2020,11 August 2023,enterprise-attack,1.2,"Use of SSH may be legitimate depending on the environment and how it’s used. Other factors, such as access patterns and activity that occurs after a remote login, may indicate suspicious or malicious behavior with SSH. Monitor for user accounts logged int","Linux,macOS","Logon Session: Logon Session Creation, Network Traffic: Network Connection Creation, Process: Process Creation","(Citation: CrowdStrike Carbon Spider August 2021),(Citation: FireEye APT39 Jan 2019),(Citation: CISA AA20-259A Iran-Based Actor September 2020),(Citation: FireEye TRITON 2019),(Citation: Kaspersky ThreatNeedle Feb 2021),(Citation: Cobalt Strike Manual 4.3",Enterprise
