ISO 27001 ID,ISO 27002 ID,Security Control Type,Security Control Name,Security Control Description,Security Control Purpose,Guidance,Other Information,Type,Phase
A.7.12,7.12,Physical controls,Cabling security,"Cables carrying power, data or supporting information services shall be protected from interception, interference or damage.","To prevent loss, damage, theft or compromise of information and other associated assets and interruption to the organization’s operations related to power and communications cabling","The following guidelines for cabling security should be considered: a) power and telecommunications lines into information processing facilities being underground where possible, or subject to adequate alternative protection, such as floor cable protector and utility pole; if cables are underground, protecting them from accidental cuts (e.g. with armored conduits or signals of presence); b) segregating power cables from communications cables to prevent interference; c) for sensitive or critical systems, further controls to consider include: 1) installation of armored conduit and locked rooms or boxes and alarms at inspection and termination points; 2) use of electromagnetic shielding to protect the cables; 3) periodical technical sweeps and physical inspections to detect unauthorized devices being attached to the cables; 4) controlled access to patch panels and cable rooms (e.g. with mechanical keys or PINs); 5) use of fiber-optic cables; d) labelling cables at each end with sufficient source and destination details to enable the physical identification and inspection of the cable. Specialist advice should be sought on how to manage risks arising from cabling incidents or malfunctions.",Sometimes power and telecommunications cabling are shared resources for more than one organization occupying co-located premises.,Preventive,Protect
A.7.13,7.13,Physical controls,Equipment maintenance,"Equipment shall be maintained correctly to ensure availability, integrity and confidentiality of information.","To prevent loss, damage, theft or compromise of information and other associated assets and interruption to the organization’s operations caused by lack of maintenance.","The following guidelines for equipment maintenance should be considered: a) maintaining equipment in accordance with the supplier’s recommended service frequency and specifications; b) implementing and monitoring of a maintenance programme by the organization; c) only authorized maintenance personnel carrying out repairs and maintenance on equipment; d) keeping records of all suspected or actual faults, and of all preventive and corrective maintenance; e) implementing appropriate controls when equipment is scheduled for maintenance, taking into account whether this maintenance is performed by personnel on site or external to the organization; subjecting the maintenance personnel to a suitable confidentiality agreement; f) supervising maintenance personnel when carrying out maintenance on site; g) authorizing and controlling access for remote maintenance; h) applying security measures for assets off-premises (see 7.9) if equipment containing information is taken off premises for maintenance; i) complying with all maintenance requirements imposed by insurance; j) before putting equipment back into operation after maintenance, inspecting it to ensure that the equipment has not been tampered with and is functioning properly; k) applying measures for secure disposal or re-use of equipment (see 7.14) if it is determined that equipment is to be disposed of.","Equipment includes technical components of information processing facilities, uninterruptible power supply (UPS) and batteries, power generators, power alternators and converters, physical intrusion detection systems and alarms, smoke detectors, fire extinguishers, air conditioning and lifts.",Preventive,Protect
A.7.14,7.14,Physical controls,Secure disposal or re-use of equipment,Items of equipment containing storage media shall be verified to ensure that any sensitive data and licensed software has been removed or securely overwritten prior to disposal or re-use.,To prevent leakage of information from equipment to be disposed or re-used.,"Equipment should be verified to ensure whether or not storage media is contained prior to disposal or re-use. Storage media containing confidential or copyrighted information should be physically destroyed or the information should be destroyed, deleted or overwritten using techniques to make the original information non-retrievable rather than using the standard delete function. See 7.10 for detailed guidance on secure disposal of storage media and 8.10 for guidance on information deletion. Labels and markings identifying the organization or indicating the classification, owner, system or network, should be removed prior to disposal, including reselling or donating to charity. The organization should consider the removal of security controls such as access controls or surveillance equipment at the end of lease or when moving out of premises. This depends on factors such as: a) its lease agreement to return the facility to original condition; b) minimizing the risk of leaving systems with sensitive information on them for the next tenant (e.g. user access lists, video or image files); c) the ability to reuse the controls at the next facility.","Damaged equipment containing storage media can require a risk assessment to determine whether the items should be physically destroyed rather than sent for repair or discarded. Information can be compromised through careless disposal or re-use of equipment. In addition to secure disk deletion, full-disk encryption reduces the risk of disclosure of confidential information when equipment is disposed of or redeployed, provided that: a) the encryption process is sufficiently strong and covers the entire disk (including slack space, swap files); b) the cryptographic keys are long enough to resist brute force attacks; c) the cryptographic keys are themselves kept confidential (e.g. never stored on the same disk). For further advice on cryptography, see 8.24. Techniques for securely overwriting storage media differ according to the storage media technology and the classification level of the information on the storage media. Overwriting tools should be reviewed to make sure that they are applicable to the technology of the storage media. See ISO/IEC 27040 for detail on methods for sanitizing storage media.",Preventive,Protect
A.8.1,8.1,Technological controls,User end point devices,"Information stored on, processed by or accessible via user end point devices shall be protected.",To protect information against the risks introduced by using user endpoint devices.,"General The organization should establish a topic-specific policy on secure configuration and handling of user endpoint devices. The topic-specific policy should be communicated to all relevant personnel and consider the following: a) the type of information and the classification level that the user endpoint devices can handle, process, store or support; b) registration of user endpoint devices; c) requirements for physical protection; d) restriction of software installation (e.g. remotely controlled by system administrators); e) requirements for user endpoint device software (including software versions) and for applying updates (e.g. active automatic updating); f) rules for connection to information services, public networks or any other network off premises (e.g. requiring the use of personal firewall); g) access controls; h) storage device encryption; i) protection against malware; j) remote disabling, deletion or lockout; k) backups; l) usage of web services and web applications; m) end user behavior analytics (see 8.16); n) the use of removable devices, including removable memory devices, and the possibility of disabling physical ports (e.g. USB ports); o) the use of partitioning capabilities, if supported by the user endpoint device, which can securely separate the organization's information and other associated assets (e.g. software) from other information and other associated assets on the device. Consideration should be given as to whether certain information is so sensitive that it can only be accessed via user endpoint devices, but not stored on such devices. In such cases, additional technical safeguards can be required on the device. For example, ensuring that downloading files for offline working is disabled and that local storage such as SD card is disabled. As far as possible, the recommendations on this control should be enforced through configuration management (see 8.9) or automated tools. User responsibility All users should be made aware of the security requirements and procedures for protecting user endpoint devices, as well as of their responsibilities for implementing such security measures. Users should be advised to: a) log-off active sessions and terminate services when no longer needed; b) protect user endpoint devices from unauthorized use with a physical control (e.g. key lock or special locks) and logical control (e.g. password access) when not in use; not leave devices carrying important, sensitive or critical business information unattended; c) use devices with special care in public places, open offices, meeting places and other unprotected areas (e.g. avoid reading confidential information if people can read from the back, use privacy screen filters); d) physically protect user endpoint devices against theft (e.g. in cars and other forms of transport, hotel rooms, conference centers and meeting places). A specific procedure taking into account legal, statutory, regulatory, contractual (including insurance) and other security requirements of the organization should be established for cases of theft or loss of user endpoint devices. Use of personal devices Where the organization allows the use of personal devices (sometimes known as BYOD), in addition to the guidance given in this control, the following should be considered: a) separation of personal and business use of the devices, including using software to support such separation and protect business data on a private device; b) providing access to business information only after users have acknowledged their duties (physical protection, software updating, etc.), waiving ownership of business data, allowing remote wiping of data by the organization in case of theft or loss of the device or when no longer authorized to use the service. In such cases, PII protection legislation should be considered; c) topic-specific policies and procedures to prevent disputes concerning rights to intellectual property developed on privately owned equipment; d) access to privately owned equipment (to verify the security of the machine or during an investigation), which can be prevented by legislation; e) software licensing agreements that are such that organizations can become liable for licensing for client software on user endpoint devices owned privately by personnel or external party users. Wireless connections The organization should establish procedures for: a) the configuration of wireless connections on devices (e.g. disabling vulnerable protocols); b) using wireless or wired connections with appropriate bandwidth in accordance with relevant topic-specific policies (e.g. because backups or software updates are needed).","Controls to protect information on user endpoint devices depend on whether the user endpoint device is used only inside of the organization's secured premises and network connections, or whether it is exposed to increased physical and network related threats outside of the organization. The wireless connections for user endpoint devices are similar to other types of network connections but have important differences that should be considered when identifying controls. In particular, back-up of information stored on user endpoint devices can sometimes fail because of limited network bandwidth or because user endpoint devices are not connected at the times when backups are scheduled. For some USB ports, such as USB-C, disabling the USB port is not possible because it is used for other purposes (e.g. power delivery and display output).",Preventive,Protect
A.8.2,8.2,Technological controls,Privileged access rights,The allocation and use of privileged access rights shall be restricted and managed.,"To ensure only authorized users, software components and services are provided with privileged access rights.","The allocation of privileged access rights should be controlled through an authorization process in accordance with the relevant topic-specific policy on access control (see 5.15). The following should be considered: a) identifying users who need privileged access rights for each system or process (e.g. operating systems, database management systems and applications); b) allocating privileged access rights to users as needed and on an event-by-event basis in line with the topic-specific policy on access control (see 5.15) (i.e. only to individuals with the necessary competence to carry out activities that require privileged access and based on the minimum requirement for their functional roles); c) maintaining an authorization process (i.e. determining who can approve privileged access rights, or not granting privileged access rights until the authorization process is complete) and a record of all privileges allocated; d) defining and implementing requirements for expiry of privileged access rights; e) taking measures to ensure that users are aware of their privileged access rights and when they are in privileged access mode. Possible measures include using specific user identities, user interface settings or even specific equipment; f) authentication requirements for privileged access rights can be higher than the requirements for normal access rights. Re-authentication or authentication step-up can be necessary before doing work with privileged access rights; g) regularly, and after any organizational change, reviewing users working with privileged access rights in order to verify if their duties, roles, responsibilities and competence still qualify them for working with privileged access rights (see 5.18); h) establishing specific rules in order to avoid the use of generic administration user IDs (such as “root”), depending on systems’ configuration capabilities. Managing and protecting authentication information of such identities (see 5.17); i) granting temporary privileged access just for the time window necessary to implement approved changes or activities (e.g. for maintenance activities or some critical changes), rather than permanently granting privileged access rights. This is often referred as break glass procedure, and often automated by privilege access management technologies; j) logging all privileged access to systems for audit purposes; k) not sharing or linking identities with privileged access rights to multiple persons, assigning each person a separate identity which allows assigning specific privileged access rights. Identities can be grouped (e.g. by defining an administrator group) in order to simplify the management of privileged access rights; l) only using identities with privileged access rights for undertaking administrative tasks and not for day-to-day general tasks [i.e. checking email, accessing the web (users should have a separate normal network identity for these activities)].","Privileged access rights are access rights provided to an identity, a role or a process that allows the performance of activities that typical users or processes cannot perform. System administrator roles typically require privileged access rights. Inappropriate use of system administrator privileges (any feature or facility of an information system that enables the user to override system or application controls) is a major contributory factor to failures or breaches of systems. More information related to access management and the secure management of access to information and information and communications technologies resources can be found in ISO/IEC 29146.",Preventive,Protect
A.8.3,8.3,Technological controls,Information access restriction,Access to information and other associated assets shall be restricted in accordance with the established topic-specific policy on access control.,To ensure only authorized access and to prevent unauthorized access to information and other associated assets.,"Access to information and other associated assets should be restricted in accordance with the established topic-specific policies. The following should be considered in order to support access restriction requirements: a) not allowing access to sensitive information by unknown user identities or anonymously. Public or anonymous access should only be granted to storage locations that do not contain any sensitive information; b) providing configuration mechanisms to control access to information in systems, applications and services; c) controlling which data can be accessed by a particular user; d) controlling which identities or group of identities have which access, such as read, write, delete and execute; e) providing physical or logical access controls for the isolation of sensitive applications, application data, or systems. Further, dynamic access management techniques and processes to protect sensitive information that has high value to the organization should be considered when the organization: a) needs granular control over who can access such information during what period and in what way; b) wants to share such information with people outside the organization and maintain control over who can access it; c) wants to dynamically manage, in real-time, the use and distribution of such information; d) wants to protect such information against unauthorized changes, copying and distribution (including printing); e) wants to monitor the use of the information; f) wants to record any changes to such information that take place in case a future investigation is required. Dynamic access management techniques should protect information throughout its life cycle (i.e. creation, processing, storage, transmission and disposal), including: a) establishing rules on the management of dynamic access based on specific use cases considering: 1) granting access permissions based on identity, device, location or application; 2) leveraging the classification scheme in order to determine what information needs to be protected with dynamic access management techniques; b) establishing operational, monitoring and reporting processes and supporting technical infrastructure. Dynamic access management systems should protect information by: a) requiring authentication, appropriate credentials or a certificate to access information; b) restricting access, for example to a specified time frame (e.g. after a given date or until a particular date); c) using encryption to protect information; d) defining the printing permissions for the information; e) recording who accesses the information and how the information is used; f) raising alerts if attempts to misuse the information are detected.","Dynamic access management techniques and other dynamic information protection technologies can support the protection of information even when data is shared beyond the originating organization, where traditional access controls cannot be enforced. It can be applied to documents, emails or other files containing information to limit who can access the content and in what way. It can be at a granular level and be adapted over the life cycle of the information. Dynamic access management techniques do not replace classical access management [e.g. using access control lists (ACLs)], but can add more factors for conditionality, real-time evaluation, just-in-time data reduction and other enhancements that can be useful for the most sensitive information. It offers a way to control access outside the organization’s environment. Incident response can be supported by dynamic access management techniques as permissions can be modified or revoked at any time. Additional information on a framework for access management is provided in ISO/IEC 29146.",Preventive,Protect
A.8.4,8.4,Technological controls,Access to source code,"Read and write access to source code, development tools and software libraries shall be appropriately managed.","To prevent the introduction of unauthorized functionality, avoid unintentional or malicious changes and to maintain the confidentiality of valuable intellectual property.","Access to source code and associated items (such as designs, specifications, verification plans and validation plans) and development tools (e.g. compilers, builders, integration tools, test platforms and environments) should be strictly controlled. For source code, this can be achieved by controlling central storage of such code, preferably in source code management system. Read access and write access to source code can differ based on the personnel’s role. For example, read access to source code can be broadly provided inside the organization, but write access to source code is only made available to privileged personnel or designated owners. Where code components are used by several developers within an organization, read access to a centralized code repository should be implemented. Furthermore, if open-source code or third-party code components are used inside an organization, read access to such external code repositories can be broadly provided. However, write access should still be restricted. The following guidelines should be considered to control access to program source libraries in order to reduce the potential for corruption of computer programs: a) managing the access to program source code and the program source libraries according to established procedures; b) granting read and write access to source code based on business needs and managed to address risks of alteration or misuse and according to established procedures; c) updating of source code and associated items and granting of access to source code in accordance with change control procedures (see 8.32) and only performing it after appropriate authorization has been received; d) not granting developers direct access to the source code repository, but through developer tools that control activities and authorizations on the source code; e) holding program listings in a secure environment, where read and write access should be appropriately managed and assigned; f) maintaining an audit log of all accesses and of all changes to source code. If the program source code is intended to be published, additional controls to provide assurance on its integrity (e.g. digital signature) should be considered.","If access to source code is not properly controlled, source code can be modified or some data in the development environment (e.g. copies of production data, configuration details) can be retrieved by unauthorized persons.",Preventive,Protect
A.8.5,8.5,Technological controls,Secure authentication,Secure authentication technologies and procedures shall be implemented based on information access restrictions and the topic-specific policy on access control.,"To ensure a user or an entity is securely authenticated, when access to systems, applications and services is granted.","A suitable authentication technique should be chosen to substantiate the claimed identity of a user, software, messages and other entities. The strength of authentication should be appropriate for the classification of the information to be accessed. Where strong authentication and identity verification is required, authentication methods alternative to passwords, such as digital certificates, smart cards, tokens or biometric means, should be used. Authentication information should be accompanied by additional authentication factors for accessing critical information systems (also known as multi-factor authentication). Using a combination of multiple authentication factors, such as what you know, what you have and what you are, reduces the possibilities for unauthorized accesses. Multi-factor authentication can be combined with other techniques to require additional factors under specific circumstances, based on predefined rules and patterns, such as access from an unusual location, from an unusual device or at an unusual time. Biometric authentication information should be invalidated if it is ever compromised. Biometric authentication can be unavailable depending on the conditions of use (e.g. moisture or aging). To prepare for these issues, biometric authentication should be accompanied with at least one alternative authentication technique. The procedure for logging into a system or application should be designed to minimize the risk of unauthorized access. Log-on procedures and technologies should be implemented considering the following: a) not displaying sensitive system or application information until the log-on process has been successfully completed in order to avoid providing an unauthorized user with any unnecessary assistance; b) displaying a general notice warning that the system or the application or the service should only be accessed by authorized users; c) not providing help messages during the log-on procedure that would aid an unauthorized user (e.g. if an error condition arises, the system should not indicate which part of the data is correct or incorrect); d) validating the log-on information only on completion of all input data; e) protecting against brute force log-on attempts on usernames and passwords [e.g. using completely automated public Turing test to tell computers and humans apart (CAPTCHA), requiring password reset after a predefined number of failed attempts or blocking the user after a maximum number of errors]; f) logging unsuccessful and successful attempts; g) raising a security event if a potential attempted or successful breach of log-on controls is detected (e.g. sending an alert to the user and the organization’s system administrators when a certain number of wrong password attempts has been reached); h) displaying or sending the following information on a separate channel on completion of a successful log-on: 1) date and time of the previous successful log-on; 2) details of any unsuccessful log-on attempts since the last successful log-on; i) not displaying a password in clear text when it is being entered; in some cases, it can be required to de-activate this functionality in order to facilitate user log-on (e.g. for accessibility reasons or to avoid blocking users because of repeated errors); j) not transmitting passwords in clear text over a network to avoid being captured by a network ""sniffer” program; k) terminating inactive sessions after a defined period of inactivity, especially in high risk locations such as public or external areas outside the organization’s security management or on user endpoint devices; l) restricting connection duration times to provide additional security for high-risk applications and reduce the window of opportunity for unauthorized access.",Additional information on entity authentication assurance can be found is ISO/IEC 29115.,Preventive,Protect
A.8.6,8.6,Technological controls,Capacity management,The use of resources shall be monitored and adjusted in line with current and expected capacity requirements.,"To ensure the required capacity of information processing facilities, human resources, offices and other facilities.","Capacity requirements for information processing facilities, human resources, offices and other facilities should be identified, taking into account the business criticality of the concerned systems and processes. System tuning and monitoring should be applied to ensure and, where necessary, improve the availability and efficiency of systems. The organization should perform stress-tests of systems and services to confirm that sufficient system capacity is available to meet peak performance requirements. Detective controls should be put in place to indicate problems in due time. Projections of future capacity requirements should take account of new business and system requirements and current and projected trends in the organization’s information processing capabilities. Particular attention should be paid to any resources with long procurement lead times or high costs. Therefore, managers, service or product owners should monitor the utilization of key system resources. Managers should use capacity information to identify and avoid potential resource limitations and dependency on key personnel which can present a threat to system security or services and plan appropriate action. Providing sufficient capacity can be achieved by increasing capacity or by reducing demand. The following should be considered to increase capacity: a) hiring new personnel; b) obtaining new facilities or space; c) acquiring more powerful processing systems, memory and storage; d) making use of cloud computing, which has inherent characteristics that directly address issues of capacity. Cloud computing has elasticity and scalability which enable on-demand rapid expansion and reduction in resources available to particular applications and services. The following should be considered to reduce demand on the organization’s resources: a) deletion of obsolete data (disk space); b) disposal of hardcopy records that have met their retention period (free up shelving space); c) decommissioning of applications, systems, databases or environments; d) optimizing batch processes and schedules; e) optimizing application code or database queries; f) denying or restricting bandwidth for resource-consuming services if these are not critical (e.g. video streaming). A documented capacity management plan should be considered for mission critical systems.","For more detail on the elasticity and scalability of cloud computing, see ISO/IEC TS 23167.","Preventive,Detective","Identify,Protect,Detect"
A.8.7,8.7,Technological controls,Protection against malware,Protection against malware shall be implemented and supported by appropriate user awareness.,To ensure information and other associated assets are protected against malware.,"Protection against malware should be based on malware detection and repair software, information security awareness, appropriate system access and change management controls. Use of malware detection and repair software alone is not usually adequate. The following guidance should be considered: a) implementing rules and controls that prevent or detect the use of unauthorized software [e.g. application allowlisting (i.e. using a list providing allowed applications)] (see 8.19 and 8.32); b) implementing controls that prevent or detect the use of known or suspected malicious websites (e.g. blocklisting); c) reducing vulnerabilities that can be exploited by malware [e.g. through technical vulnerability management (see 8.8 and 8.19)]; d) conducting regular automated validation of the software and data content of systems, especially for systems supporting critical business processes; investigating the presence of any unapproved files or unauthorized amendments; e) establishing protective measures against risks associated with obtaining files and software either from or via external networks or on any other medium; f) installing and regularly updating malware detection and repair software to scan computers and electronic storage media. Carrying out regular scans that include: 1) scanning any data received over networks or via any form of electronic storage media, for malware before use; 2) scanning email and instant messaging attachments and downloads for malware before use. Carrying out this scan at different places (e.g. at email servers, desktop computers) and when entering the network of the organization; 3) scanning webpages for malware when accessed; g) determining the placement and configuration of malware detection and repair tools based on risk assessment outcomes and considering: 1) defense in depth principles where they would be most effective. For example, this can lead to malware detection in a network gateway (in various application protocols such as email, file transfer and web) as well as user endpoint devices and servers; 2) the evasive techniques of attackers (e.g. the use of encrypted files) to deliver malware or the use of encryption protocols to transmit malware; h) taking care to protect against the introduction of malware during maintenance and emergency procedures, which can bypass normal controls against malware; i) implementing a process to authorize temporarily or permanently disable some or all measures against malware, including exception approval authorities, documented justification and review date. This can be necessary when the protection against malware causes disruption to normal operations; j) preparing appropriate business continuity plans for recovering from malware attacks, including all necessary data and software backup (including both online and offline backup) and recovery measures (see 8.13); k) isolating environments where catastrophic consequences can occur; l) defining procedures and responsibilities to deal with protection against malware on systems, including training in their use, reporting and recovering from malware attacks; m) providing awareness or training (see 6.3) to all users on how to identify and potentially mitigate the receipt, sending or installation of malware infected emails, files or programs [the information collected in n) and o) can be used to ensure awareness and training are kept up-to-date]; n) implementing procedures to regularly collect information about new malware, such as subscribing to mailing lists or reviewing relevant websites; o) verifying that information relating to malware, such as warning bulletins, comes from qualified and reputable sources (e.g. reliable internet sites or suppliers of malware detection software) and is accurate and informative.",It is not always possible to install software that protects against malware on some systems (e.g. some industrial control systems). Some forms of malware infect computer operating systems and computer firmware such that common malware controls cannot clean the system and a full reimaging of the operating system software and sometimes the computer firmware is necessary to return to a secure state.,"Preventive,Detective,Corrective","Protect,Detect"
A.8.8,8.8,Technological controls,Management of technical vulnerabilities,"Information about technical vulnerabilities of information systems in use shall be obtained, the organization’s exposure to such vulnerabilities shall be evaluated and appropriate measures shall be taken.",To prevent exploitation of technical vulnerabilities.,"Identifying technical vulnerabilities The organization should have an accurate inventory of assets (see 5.9 to 5.14) as a prerequisite for effective technical vulnerability management; the inventory should include the software vendor, software name, version numbers, current state of deployment (e.g. what software is installed on what systems) and the person(s) within the organization responsible for the software. To identify technical vulnerabilities, the organization should consider: a) defining and establishing the roles and responsibilities associated with technical vulnerability management, including vulnerability monitoring, vulnerability risk assessment, updating, asset tracking and any coordination responsibilities required; b) for software and other technologies (based on the asset inventory list, see 5.9), identifying information resources that will be used for identifying relevant technical vulnerabilities and maintaining awareness about them. Updating the list of information resources based on changes in the inventory or when other new or useful resources are found; c) requiring suppliers of information system (including their components) to ensure vulnerability reporting, handling and disclosure, including the requirements in applicable contracts (see 5.20); d) using vulnerability scanning tools suitable for the technologies in use to identify vulnerabilities and to verify whether the patching of vulnerabilities was successful; e) conducting planned, documented and repeatable penetration tests or vulnerability assessments by competent and authorized persons to support the identification of vulnerabilities. Exercising caution as such activities can lead to a compromise of the security of the system; f) tracking the usage of third-party libraries and source code for vulnerabilities. This should be included in secure coding (see 8.28). The organization should develop procedures and capabilities to: a) detect the existence of vulnerabilities in its products and services including any external component used in these; b) receive vulnerability reports from internal or external sources. The organization should provide a public point of contact as part of a topic-specific policy on vulnerability disclosure so that researchers and others are able to report issues. The organization should establish vulnerability reporting procedures, online reporting forms and making use of appropriate threat intelligence or information sharing forums. The organization should also consider bug bounty programs where rewards are offered as an incentive to assist organizations in identifying vulnerabilities in order to appropriately remediate them. The organization should also share information with competent industry bodies or other interested parties. Evaluating technical vulnerabilities To evaluate identified technical vulnerabilities, the following guidance should be considered: a) analyze and verify reports to determine what response and remediation activity is needed; b) once a potential technical vulnerability has been identified, identifying the associated risks and the actions to be taken. Such actions can involve updating vulnerable systems or applying other controls. Taking appropriate measures to address technical vulnerabilities A software update management process should be implemented to ensure the most up-to-date approved patches and application updates are installed for all authorized software. If changes are necessary, the original software should be retained and the changes applied to a designated copy. All changes should be fully tested and documented, so that they can be reapplied, if necessary, to future software upgrades. If required, the modifications should be tested and validated by an independent evaluation body. The following guidance should be considered to address technical vulnerabilities: a) taking appropriate and timely action in response to the identification of potential technical vulnerabilities; defining a timeline to react to notifications of potentially relevant technical vulnerabilities; b) depending on how urgently a technical vulnerability needs to be addressed, carrying out the action according to the controls related to change management (see 8.32) or by following information security incident response procedures (see 5.26); c) only using updates from legitimate sources (which can be internal or external to the organization); d) testing and evaluating updates before they are installed to ensure they are effective and do not result in side effects that cannot be tolerated [i.e. if an update is available, assessing the risks associated with installing the update (the risks posed by the vulnerability should be compared with the risk of installing the update)]; e) addressing systems at high risk first; f) develop remediation (typically software updates or patches); g) test to confirm if the remediation or mitigation is effective; h) provide mechanisms to verify the authenticity of remediation; i) if no update is available or the update cannot be installed, considering other controls, such as: 1) applying any workaround suggested by the software vendor or other relevant sources; 2) turning off services or capabilities related to the vulnerability; 3) adapting or adding access controls (e.g. firewalls) at network borders (see 8.20 to 8.22); 4) shielding vulnerable systems, devices or applications from attack through deployment of suitable traffic filters (sometimes called virtual patching); 5) increasing monitoring to detect actual attacks; 6) raising awareness of the vulnerability. For acquired software, if the vendors regularly release information about security updates for their software and provide a facility to install such updates automatically, the organization should decide whether to use the automatic update or not. Other considerations An audit log should be kept for all steps undertaken in technical vulnerability management. The technical vulnerability management process should be regularly monitored and evaluated in order to ensure its effectiveness and efficiency. An effective technical vulnerability management process should be aligned with incident management activities, to communicate data on vulnerabilities to the incident response function and provide technical procedures to be carried out in case an incident occurs. Where the organization uses a cloud service supplied by a third-party cloud service provider, technical vulnerability management of cloud service provider resources should be ensured by the cloud service provider. The cloud service provider’s responsibilities for technical vulnerability management should be part of the cloud service agreement and this should include processes for reporting the cloud service provider's actions relating to technical vulnerabilities (see 5.23). For some cloud services, there are respective responsibilities for the cloud service provider and the cloud service customer. For example, the cloud service customer is responsible for vulnerability management of its own assets used for the cloud services.","Technical vulnerability management can be viewed as a sub-function of change management and as such can take advantage of the change management processes and procedures (see 8.32). There is a possibility that an update does not address the problem adequately and has negative side effects. Also, in some cases, uninstalling an update cannot be easily achieved once the update has been applied. If adequate testing of the updates is not possible (e.g. because of costs or lack of resources) a delay in updating can be considered to evaluate the associated risks, based on the experience reported by other users. The use of ISO/IEC 27031 can be beneficial. Where software patches or updates are produced, the organization can consider providing an automated update process where these updates are installed on affected systems or products without the need for intervention by the customer or the user. If an automated update process is offered, it can allow the customer or user to choose an option to turn off the automatic update or control the timing of the installation of the update. Where the vendor provides an automated update process and the updates can be installed on affected systems or products without the need for intervention, the organization determines if it applies the automated process or not. One reason for not electing for automated update is to retain control over when the update is performed. For example, a software used for a business operation cannot be updated until the operation has completed. A weakness with vulnerability scanning is that it is possible it does not fully account for defense in depth: two countermeasures that are always invoked in sequence can have vulnerabilities that are masked by strengths in the other. The composite countermeasure is not vulnerable, whereas a vulnerability scanner can report that both components are vulnerable. The organization should therefore take care in reviewing and acting on vulnerability reports. Many organizations supply software, systems, products and services not only within the organization but also to interested parties such as customers, partners or other users. These software, systems, products and services can have information security vulnerabilities that affect the security of users. Organizations can release remediation and disclose information about vulnerabilities to users (typically through a public advisory) and provide appropriate information for software vulnerability database services. For more information relating to the management of technical vulnerabilities when using cloud computing, see the ISO/IEC 19086 series and ISO/IEC 27017. ISO/IEC 29147 provides detailed information on receiving vulnerability reports and publishing vulnerability advisories. ISO/IEC 30111 provides detailed information about handling and resolving reported vulnerabilities.",Preventive,"Identify,Protect"
A.8.9,8.9,Technological controls,Configuration management,"Configurations, including security configurations, of hardware, software, services and networks shall be established, documented, implemented, monitored and reviewed.","To ensure hardware, software, services and networks function correctly with required security settings, and configuration is not altered by unauthorized or incorrect changes.","General The organization should define and implement processes and tools to enforce the defined configurations (including security configurations) for hardware, software, services (e.g. cloud services) and networks, for newly installed systems as well as for operational systems over their lifetime. Roles, responsibilities and procedures should be in place to ensure satisfactory control of all configuration changes. Standard templates Standard templates for the secure configuration of hardware, software, services and networks should be defined: a) using publicly available guidance (e.g. pre-defined templates from vendors and from independent security organizations); b) considering the level of protection needed in order to determine a sufficient level of security; c) supporting the organization’s information security policy, topic-specific policies, standards and other security requirements; d) considering the feasibility and applicability of security configurations in the organization’s context. The templates should be reviewed periodically and updated when new threats or vulnerabilities need to be addressed, or when new software or hardware versions are introduced. The following should be considered for establishing standard templates for the secure configuration of hardware, software, services and networks: a) minimizing the number of identities with privileged or administrator level access rights; b) disabling unnecessary, unused or insecure identities; c) disabling or restricting unnecessary functions and services; d) restricting access to powerful utility programs and host parameter settings; e) synchronizing clocks; f) changing vendor default authentication information such as default passwords immediately after installation and reviewing other important default security-related parameters; g) invoking time-out facilities that automatically log off computing devices after a predetermined period of inactivity; h) verifying that license requirements have been met (see 5.32). Managing configurations Established configurations of hardware, software, services and networks should be recorded and a log should be maintained of all configuration changes. These records should be securely stored. This can be achieved in various ways, such as configuration databases or configuration templates. Changes to configurations should follow the change management process (see 8.32). Configuration records can contain as relevant: a) up-to-date owner or point of contact information for the asset; b) date of the last change of configuration; c) version of configuration template; d) relation to configurations of other assets. Monitoring configurations Configurations should be monitored with a comprehensive set of system management tools (e.g. maintenance utilities, remote support, enterprise management tools, backup and restore software) and should be reviewed on a regular basis to verify configuration settings, evaluate password strengths and assess activities performed. Actual configurations can be compared with the defined target templates. Any deviations should be addressed, either by automatic enforcement of the defined target configuration or by manual analysis of the deviation followed by corrective actions.",Documentation for systems often records details about the configuration of both hardware and software. System hardening is a typical part of configuration management. Configuration management can be integrated with asset management processes and associated tooling. Automation is usually more effective to manage security configuration (e.g. using infrastructure as code). Configuration templates and targets can be confidential information and should be protected from unauthorized access accordingly.,Preventive,Protect
